Source,Target,Type,Id,Tweet_type,Tweet_Sentiment_Group,Media_included,Source_device,Retweet_count,Like_count,Time,Weight
5535,8564,Directed,10251,retweeted,Neutral,Yes,Web-App,38,0,2021-09-29 20:08:23+00:00,1
10656,6904,Directed,10252,retweeted,Neutral,Yes,Android,186,0,2021-09-29 20:08:21+00:00,1
5727,6904,Directed,10253,retweeted,Neutral,Yes,Android,186,0,2021-09-29 20:05:02+00:00,1
6511,6904,Directed,10254,retweeted,Neutral,Yes,Android,186,0,2021-09-29 20:03:13+00:00,1
6805,8564,Directed,10255,retweeted,Neutral,Yes,iphone,38,0,2021-09-29 20:02:40+00:00,1
1302,6904,Directed,10256,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 20:02:37+00:00,1
1654,7244,Directed,10257,retweeted,Neutral,No,Web-App,50,0,2021-09-29 20:01:48+00:00,1
1654,11975,Directed,10258,retweeted,Positive,No,Web-App,6,0,2021-09-29 20:00:39+00:00,1
715,7244,Directed,10259,retweeted,Neutral,No,Web-App,50,0,2021-09-29 19:56:32+00:00,1
8901,7244,Directed,10260,retweeted,Neutral,No,iphone,50,0,2021-09-29 19:52:52+00:00,1
10934,6904,Directed,10261,retweeted,Neutral,Yes,Android,186,0,2021-09-29 19:49:12+00:00,1
10124,11143,Directed,10262,retweeted,Positive,No,Web-App,3,0,2021-09-29 19:46:46+00:00,1
11086,6904,Directed,10263,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 19:46:20+00:00,1
12089,8564,Directed,10264,retweeted,Neutral,Yes,iphone,38,0,2021-09-29 19:44:52+00:00,1
2529,6904,Directed,10265,retweeted,Neutral,No,Android,17,0,2021-09-29 19:44:13+00:00,1
37,6904,Directed,10266,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 19:43:55+00:00,1
2529,6904,Directed,10267,retweeted,Neutral,Yes,Android,186,0,2021-09-29 19:43:44+00:00,1
11523,8564,Directed,10268,retweeted,Neutral,Yes,Web-App,38,0,2021-09-29 19:40:36+00:00,1
7671,6904,Directed,10269,retweeted,Neutral,Yes,Android,186,0,2021-09-29 19:36:05+00:00,1
266,7244,Directed,10270,retweeted,Neutral,No,Android,50,0,2021-09-29 19:32:45+00:00,1
6590,8564,Directed,10271,retweeted,Neutral,Yes,Android,38,0,2021-09-29 19:32:43+00:00,1
8525,11143,Directed,10272,retweeted,Positive,No,Android,3,0,2021-09-29 19:32:04+00:00,1
2737,8564,Directed,10273,retweeted,Neutral,Yes,Android,38,0,2021-09-29 19:31:10+00:00,1
56,11143,Directed,10274,retweeted,Positive,No,Web-App,3,0,2021-09-29 19:27:23+00:00,1
11143,8564,Directed,10275,quoted,Neutral,Yes,Web-App,3,12,2021-09-29 19:25:44+00:00,1
4412,6904,Directed,10276,retweeted,Neutral,Yes,Android,186,0,2021-09-29 19:24:39+00:00,1
1660,6904,Directed,10277,retweeted,Neutral,Yes,Android,186,0,2021-09-29 19:23:33+00:00,1
6904,11975,Directed,10278,retweeted,Positive,No,Android,6,0,2021-09-29 19:20:30+00:00,1
11143,0,Directed,10279,Tweet,Positive,No,Web-App,3,11,2021-09-29 19:19:39+00:00,1
6397,8564,Directed,10280,retweeted,Neutral,Yes,Android,38,0,2021-09-29 19:16:57+00:00,1
6397,6904,Directed,10281,retweeted,Neutral,No,Android,17,0,2021-09-29 19:16:55+00:00,1
8894,11975,Directed,10282,retweeted,Positive,No,Web-App,6,0,2021-09-29 19:16:25+00:00,1
10908,6904,Directed,10283,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 19:08:34+00:00,1
7244,11975,Directed,10284,retweeted,Positive,No,Android,6,0,2021-09-29 19:06:46+00:00,1
12205,6904,Directed,10285,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 19:06:22+00:00,1
5707,6904,Directed,10286,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 19:01:42+00:00,1
5711,6904,Directed,10287,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 18:54:28+00:00,1
10753,6904,Directed,10288,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 18:45:14+00:00,1
2562,6904,Directed,10289,retweeted,Neutral,No,iphone,17,0,2021-09-29 18:44:55+00:00,1
5358,0,Directed,10290,Tweet,Neutral,No,Android,0,5,2021-09-29 18:44:41+00:00,1
11800,6904,Directed,10291,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:42:34+00:00,1
3284,6904,Directed,10292,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 18:42:11+00:00,1
10891,6904,Directed,10293,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:41:51+00:00,1
683,7244,Directed,10294,retweeted,Neutral,No,Android,50,0,2021-09-29 18:41:39+00:00,1
7428,11975,Directed,10295,retweeted,Positive,No,iphone,6,0,2021-09-29 18:41:11+00:00,1
5358,6904,Directed,10296,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:38:04+00:00,1
9914,6904,Directed,10297,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:36:26+00:00,1
3502,6904,Directed,10298,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:35:10+00:00,1
5674,4528,Directed,10299,retweeted,Negative,Yes,Web-App,14,0,2021-09-29 18:32:23+00:00,1
2284,6904,Directed,10300,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 18:29:59+00:00,1
1567,6904,Directed,10301,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 18:29:18+00:00,1
9310,7244,Directed,10302,retweeted,Neutral,No,Other,50,0,2021-09-29 18:26:21+00:00,1
1695,6904,Directed,10303,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:26:05+00:00,1
10593,6904,Directed,10304,quoted,Negative,No,Web-App,0,0,2021-09-29 18:23:32+00:00,1
9383,11975,Directed,10305,retweeted,Positive,No,Android,6,0,2021-09-29 18:23:01+00:00,1
5916,8490,Directed,10306,retweeted,Positive,No,Web-App,1,0,2021-09-29 18:22:34+00:00,1
5916,2919,Directed,10307,retweeted,Negative,Yes,Web-App,4,0,2021-09-29 18:22:10+00:00,1
9373,6904,Directed,10308,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 18:21:45+00:00,1
2923,6904,Directed,10309,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:19:53+00:00,1
2574,6904,Directed,10310,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:17:50+00:00,1
5423,8564,Directed,10311,retweeted,Neutral,Yes,Android,38,0,2021-09-29 18:17:19+00:00,1
1761,6904,Directed,10312,quoted,Neutral,Yes,Android,0,3,2021-09-29 18:16:34+00:00,1
1452,6904,Directed,10313,retweeted,Neutral,Yes,Other,186,0,2021-09-29 18:16:12+00:00,1
5916,0,Directed,10314,Tweet,Negative,Yes,Web-App,0,2,2021-09-29 18:14:50+00:00,1
11975,7244,Directed,10315,quoted,Positive,No,Web-App,6,15,2021-09-29 18:14:03+00:00,1
5916,2919,Directed,10316,quoted,Neutral,No,Web-App,0,2,2021-09-29 18:12:34+00:00,1
8700,6904,Directed,10317,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:12:14+00:00,1
10124,6904,Directed,10318,retweeted,Neutral,No,iphone,17,0,2021-09-29 18:11:48+00:00,1
10810,6904,Directed,10319,retweeted,Neutral,No,Android,9,0,2021-09-29 18:11:30+00:00,1
10810,6904,Directed,10320,retweeted,Neutral,No,Android,14,0,2021-09-29 18:11:13+00:00,1
10810,6904,Directed,10321,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:10:54+00:00,1
11488,5714,Directed,10322,replied_to,Neutral,No,Web-App,0,1,2021-09-29 18:10:22+00:00,1
1654,6904,Directed,10323,retweeted,Neutral,No,Web-App,17,0,2021-09-29 18:10:08+00:00,1
10791,915,Directed,10324,quoted,Neutral,No,Android,0,1,2021-09-29 18:09:53+00:00,1
3738,6904,Directed,10325,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 18:09:40+00:00,1
10791,8564,Directed,10326,retweeted,Neutral,No,Android,1,0,2021-09-29 18:09:26+00:00,1
5625,6904,Directed,10327,retweeted,Neutral,No,Web-App,17,0,2021-09-29 18:08:51+00:00,1
5418,6904,Directed,10328,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:08:08+00:00,1
5535,6904,Directed,10329,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 18:07:51+00:00,1
12066,6904,Directed,10330,retweeted,Neutral,No,Android,17,0,2021-09-29 18:07:30+00:00,1
9123,8564,Directed,10331,quoted,Neutral,Yes,Android,0,2,2021-09-29 18:07:30+00:00,1
2889,6904,Directed,10332,quoted,Neutral,No,iphone,0,2,2021-09-29 18:07:18+00:00,1
12011,6904,Directed,10333,retweeted,Neutral,No,Web-App,17,0,2021-09-29 18:06:55+00:00,1
8372,6904,Directed,10334,retweeted,Neutral,No,Web-App,17,0,2021-09-29 18:06:50+00:00,1
10720,6904,Directed,10335,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:06:20+00:00,1
6904,5714,Directed,10336,replied_to,Neutral,No,Android,0,8,2021-09-29 18:06:08+00:00,1
7207,6904,Directed,10337,retweeted,Neutral,No,Web-App,17,0,2021-09-29 18:06:06+00:00,1
7342,6904,Directed,10338,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 18:05:25+00:00,1
3274,7244,Directed,10339,retweeted,Neutral,No,Android,50,0,2021-09-29 18:05:13+00:00,1
6904,0,Directed,10340,Tweet,Neutral,No,Android,17,127,2021-09-29 18:05:00+00:00,1
11392,7244,Directed,10341,retweeted,Neutral,No,iphone,50,0,2021-09-29 18:04:16+00:00,1
6835,6904,Directed,10342,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:04:00+00:00,1
12066,6904,Directed,10343,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:03:58+00:00,1
8372,6904,Directed,10344,retweeted,Neutral,No,Web-App,9,0,2021-09-29 18:03:41+00:00,1
8372,6904,Directed,10345,retweeted,Neutral,No,Web-App,14,0,2021-09-29 18:03:26+00:00,1
8372,6904,Directed,10346,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 18:03:01+00:00,1
8743,6904,Directed,10347,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:02:23+00:00,1
8437,5714,Directed,10348,replied_to,Neutral,No,Web-App,0,0,2021-09-29 18:02:17+00:00,1
9352,6904,Directed,10349,retweeted,Neutral,Yes,Android,186,0,2021-09-29 18:00:51+00:00,1
3538,6904,Directed,10350,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:59:12+00:00,1
1895,8647,Directed,10351,retweeted,Neutral,No,iphone,8,0,2021-09-29 17:59:04+00:00,1
11007,6904,Directed,10352,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:58:50+00:00,1
7734,7244,Directed,10353,retweeted,Neutral,No,Web-App,50,0,2021-09-29 17:58:24+00:00,1
3465,2919,Directed,10354,retweeted,Negative,Yes,Android,4,0,2021-09-29 17:57:57+00:00,1
7214,6904,Directed,10355,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 17:57:56+00:00,1
7874,7244,Directed,10356,retweeted,Neutral,No,Android,50,0,2021-09-29 17:57:29+00:00,1
3922,6904,Directed,10357,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:57:29+00:00,1
1804,6904,Directed,10358,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 17:57:02+00:00,1
8437,8564,Directed,10359,retweeted,Neutral,Yes,Web-App,38,0,2021-09-29 17:56:45+00:00,1
8554,6904,Directed,10360,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:56:39+00:00,1
320,6904,Directed,10361,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:56:38+00:00,1
11606,6904,Directed,10362,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:56:31+00:00,1
8437,6904,Directed,10363,replied_to,Neutral,No,Web-App,1,8,2021-09-29 17:56:16+00:00,1
2500,6904,Directed,10364,quoted,Neutral,No,iphone,0,4,2021-09-29 17:55:39+00:00,1
8437,6904,Directed,10365,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:55:10+00:00,1
9457,6904,Directed,10366,retweeted,Neutral,Yes,Other,186,0,2021-09-29 17:54:42+00:00,1
6774,6904,Directed,10367,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:53:57+00:00,1
8597,6904,Directed,10368,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:53:36+00:00,1
764,7601,Directed,10369,retweeted,Neutral,Yes,Android,23,0,2021-09-29 17:51:34+00:00,1
9544,6904,Directed,10370,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:50:37+00:00,1
10124,6904,Directed,10371,retweeted,Neutral,No,iphone,9,0,2021-09-29 17:48:43+00:00,1
66,6904,Directed,10372,retweeted,Neutral,No,Web-App,9,0,2021-09-29 17:47:26+00:00,1
12291,6904,Directed,10373,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:46:46+00:00,1
6397,6904,Directed,10374,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:46:42+00:00,1
10124,6904,Directed,10375,quoted,Neutral,No,iphone,0,4,2021-09-29 17:46:33+00:00,1
8529,6904,Directed,10376,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:46:06+00:00,1
8525,6904,Directed,10377,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:46:05+00:00,1
5081,8564,Directed,10378,retweeted,Neutral,No,Web-App,2,0,2021-09-29 17:46:01+00:00,1
12210,6904,Directed,10379,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:45:24+00:00,1
6904,6904,Directed,10380,replied_to,Neutral,No,Android,9,115,2021-09-29 17:45:14+00:00,1
554,7244,Directed,10381,retweeted,Neutral,No,Web-App,50,0,2021-09-29 17:44:56+00:00,1
10124,6904,Directed,10382,retweeted,Neutral,No,iphone,14,0,2021-09-29 17:44:43+00:00,1
10124,7056,Directed,10383,retweeted,Neutral,No,iphone,2,0,2021-09-29 17:43:33+00:00,1
10124,8564,Directed,10384,retweeted,Neutral,Yes,iphone,38,0,2021-09-29 17:43:30+00:00,1
9784,6904,Directed,10385,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:43:24+00:00,1
3336,6904,Directed,10386,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:43:13+00:00,1
7207,7056,Directed,10387,retweeted,Neutral,No,Web-App,2,0,2021-09-29 17:42:53+00:00,1
168,6904,Directed,10388,quoted,Neutral,No,Web-App,0,4,2021-09-29 17:42:52+00:00,1
7207,7244,Directed,10389,retweeted,Neutral,No,Web-App,50,0,2021-09-29 17:42:49+00:00,1
8605,6904,Directed,10390,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:42:33+00:00,1
9912,6904,Directed,10391,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:42:23+00:00,1
4221,7244,Directed,10392,retweeted,Neutral,No,iphone,50,0,2021-09-29 17:42:19+00:00,1
9009,6904,Directed,10393,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:42:08+00:00,1
2919,0,Directed,10394,Tweet,Positive,Yes,Android,2,16,2021-09-29 17:41:55+00:00,1
11824,6904,Directed,10395,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:41:50+00:00,1
915,6904,Directed,10396,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:41:47+00:00,1
6502,6904,Directed,10397,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:41:33+00:00,1
7056,7244,Directed,10398,quoted,Neutral,No,Android,2,15,2021-09-29 17:41:32+00:00,1
4409,6904,Directed,10399,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:40:45+00:00,1
7207,6904,Directed,10400,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:40:17+00:00,1
7056,6904,Directed,10401,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:40:08+00:00,1
3894,0,Directed,10402,Tweet,Positive,No,Android,0,1,2021-09-29 17:39:36+00:00,1
9400,6904,Directed,10403,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:39:23+00:00,1
442,6904,Directed,10404,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:39:18+00:00,1
6969,7244,Directed,10405,retweeted,Neutral,No,Web-App,50,0,2021-09-29 17:38:52+00:00,1
5204,6904,Directed,10406,retweeted,Neutral,Yes,Other,186,0,2021-09-29 17:38:33+00:00,1
1450,6904,Directed,10407,retweeted,Neutral,No,Web-App,14,0,2021-09-29 17:38:23+00:00,1
4907,7244,Directed,10408,retweeted,Neutral,No,Android,50,0,2021-09-29 17:38:19+00:00,1
4907,8564,Directed,10409,retweeted,Neutral,Yes,Android,38,0,2021-09-29 17:38:05+00:00,1
5154,6904,Directed,10410,retweeted,Neutral,No,Web-App,14,0,2021-09-29 17:37:48+00:00,1
6526,6904,Directed,10411,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:37:46+00:00,1
1317,6904,Directed,10412,retweeted,Neutral,No,Web-App,14,0,2021-09-29 17:37:43+00:00,1
1317,6904,Directed,10413,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:37:31+00:00,1
6904,6904,Directed,10414,replied_to,Neutral,No,Android,14,161,2021-09-29 17:36:58+00:00,1
9485,6904,Directed,10415,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:36:45+00:00,1
12288,6904,Directed,10416,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:36:24+00:00,1
5154,6904,Directed,10417,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:36:23+00:00,1
5227,6904,Directed,10418,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:35:53+00:00,1
2463,6904,Directed,10419,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:35:47+00:00,1
8360,6904,Directed,10420,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:35:45+00:00,1
6962,6904,Directed,10421,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:35:34+00:00,1
2243,6904,Directed,10422,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:35:25+00:00,1
8114,6904,Directed,10423,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 17:35:19+00:00,1
3363,6904,Directed,10424,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:35:03+00:00,1
10021,6904,Directed,10425,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:34:19+00:00,1
2499,6904,Directed,10426,retweeted,Neutral,Yes,Web-App,186,0,2021-09-29 17:34:13+00:00,1
5861,6904,Directed,10427,quoted,Neutral,No,Android,0,2,2021-09-29 17:33:40+00:00,1
6874,6904,Directed,10428,retweeted,Neutral,Yes,iphone,186,0,2021-09-29 17:33:28+00:00,1
9026,6904,Directed,10429,retweeted,Neutral,Yes,Android,186,0,2021-09-29 17:33:16+00:00,1
6904,8564,Directed,10430,quoted,Neutral,Yes,Android,186,1095,2021-09-29 17:32:31+00:00,1
2919,0,Directed,10431,Tweet,Negative,Yes,Android,4,15,2021-09-29 17:32:25+00:00,1
7768,7244,Directed,10432,retweeted,Neutral,No,Android,50,0,2021-09-29 17:29:33+00:00,1
10124,8564,Directed,10433,retweeted,Neutral,No,iphone,2,0,2021-09-29 17:25:48+00:00,1
2919,0,Directed,10434,Tweet,Neutral,Yes,Android,1,18,2021-09-29 17:21:33+00:00,1
8360,7244,Directed,10435,retweeted,Neutral,No,Web-App,50,0,2021-09-29 17:20:50+00:00,1
8564,0,Directed,10436,Tweet,Neutral,Yes,Web-App,38,240,2021-09-29 17:18:27+00:00,1
6074,7244,Directed,10437,retweeted,Neutral,No,Web-App,50,0,2021-09-29 17:17:14+00:00,1
5861,7244,Directed,10438,quoted,Neutral,No,Android,0,1,2021-09-29 17:13:54+00:00,1
6904,7244,Directed,10439,retweeted,Neutral,No,Android,50,0,2021-09-29 17:10:29+00:00,1
8490,56,Directed,10440,quoted,Positive,No,iphone,1,2,2021-09-29 17:10:01+00:00,1
6728,7244,Directed,10441,retweeted,Neutral,No,Android,50,0,2021-09-29 17:07:09+00:00,1
11637,8564,Directed,10442,retweeted,Neutral,No,Web-App,25,0,2021-09-29 17:06:23+00:00,1
7425,7244,Directed,10443,retweeted,Neutral,No,Web-App,50,0,2021-09-29 17:04:37+00:00,1
2950,7244,Directed,10444,retweeted,Neutral,No,Android,50,0,2021-09-29 17:01:51+00:00,1
6397,7244,Directed,10445,retweeted,Neutral,No,Android,50,0,2021-09-29 16:57:07+00:00,1
3538,7244,Directed,10446,retweeted,Neutral,No,iphone,50,0,2021-09-29 16:55:36+00:00,1
1684,0,Directed,10447,Tweet,Neutral,No,Android,1,7,2021-09-29 16:53:43+00:00,1
1684,7244,Directed,10448,retweeted,Neutral,No,Android,50,0,2021-09-29 16:49:33+00:00,1
8689,7244,Directed,10449,retweeted,Neutral,No,Android,50,0,2021-09-29 16:49:17+00:00,1
8525,7244,Directed,10450,retweeted,Neutral,No,Android,50,0,2021-09-29 16:47:07+00:00,1
8564,8564,Directed,10451,replied_to,Neutral,No,Web-App,2,28,2021-09-29 16:46:35+00:00,1
9406,7244,Directed,10452,retweeted,Neutral,No,Web-App,50,0,2021-09-29 16:38:50+00:00,1
1779,7244,Directed,10453,retweeted,Neutral,No,iphone,50,0,2021-09-29 16:37:44+00:00,1
8853,7244,Directed,10454,retweeted,Neutral,No,Web-App,50,0,2021-09-29 16:36:47+00:00,1
8894,7244,Directed,10455,quoted,Neutral,No,Web-App,0,1,2021-09-29 16:35:43+00:00,1
8564,915,Directed,10456,replied_to,Neutral,No,Web-App,1,3,2021-09-29 16:34:14+00:00,1
9383,7244,Directed,10457,retweeted,Neutral,No,Web-App,50,0,2021-09-29 16:33:03+00:00,1
7428,7244,Directed,10458,retweeted,Neutral,No,iphone,50,0,2021-09-29 16:29:02+00:00,1
4028,8564,Directed,10459,retweeted,Neutral,No,Web-App,25,0,2021-09-29 16:25:05+00:00,1
7378,7244,Directed,10460,retweeted,Neutral,No,Android,50,0,2021-09-29 16:22:45+00:00,1
7294,7244,Directed,10461,retweeted,Neutral,No,Android,50,0,2021-09-29 16:21:00+00:00,1
5081,7244,Directed,10462,retweeted,Neutral,No,Web-App,50,0,2021-09-29 16:20:11+00:00,1
7244,0,Directed,10463,Tweet,Neutral,No,Web-App,50,132,2021-09-29 16:19:48+00:00,1
7378,0,Directed,10464,Tweet,Positive,No,Web-App,4,17,2021-09-29 16:15:13+00:00,1
10124,8647,Directed,10465,retweeted,Neutral,No,iphone,8,0,2021-09-29 16:00:03+00:00,1
10124,8564,Directed,10466,retweeted,Neutral,No,iphone,25,0,2021-09-29 15:59:58+00:00,1
6397,8647,Directed,10467,retweeted,Neutral,No,Android,8,0,2021-09-29 15:42:31+00:00,1
6397,8564,Directed,10468,retweeted,Neutral,No,Android,25,0,2021-09-29 15:42:22+00:00,1
9373,4415,Directed,10469,retweeted,Neutral,Yes,Android,17,0,2021-09-29 15:37:51+00:00,1
1654,8564,Directed,10470,retweeted,Neutral,No,Web-App,25,0,2021-09-29 14:33:14+00:00,1
1684,8564,Directed,10471,retweeted,Neutral,No,Android,25,0,2021-09-29 14:17:57+00:00,1
2499,4415,Directed,10472,retweeted,Neutral,Yes,Web-App,17,0,2021-09-29 14:08:58+00:00,1
2499,400,Directed,10473,retweeted,Neutral,Yes,Web-App,8,0,2021-09-29 14:08:55+00:00,1
6669,8564,Directed,10474,retweeted,Neutral,No,Web-App,25,0,2021-09-29 13:58:01+00:00,1
7945,10456,Directed,10475,retweeted,Neutral,Yes,Android,7,0,2021-09-29 13:19:05+00:00,1
11418,8564,Directed,10476,retweeted,Neutral,No,Android,25,0,2021-09-29 13:17:12+00:00,1
6505,8647,Directed,10477,retweeted,Neutral,No,Android,8,0,2021-09-29 13:15:01+00:00,1
5318,8564,Directed,10478,retweeted,Neutral,No,Android,25,0,2021-09-29 13:01:08+00:00,1
6904,8647,Directed,10479,retweeted,Neutral,No,Android,8,0,2021-09-29 12:58:53+00:00,1
8647,0,Directed,10480,Tweet,Neutral,No,Android,8,30,2021-09-29 12:57:24+00:00,1
11602,7601,Directed,10481,retweeted,Neutral,Yes,Android,16,0,2021-09-29 12:38:57+00:00,1
6982,8564,Directed,10482,retweeted,Neutral,No,Web-App,25,0,2021-09-29 12:36:12+00:00,1
11789,8564,Directed,10483,retweeted,Neutral,No,Android,25,0,2021-09-29 12:31:33+00:00,1
7916,4528,Directed,10484,retweeted,Negative,Yes,iphone,14,0,2021-09-29 12:17:24+00:00,1
2737,7601,Directed,10485,retweeted,Neutral,Yes,Android,16,0,2021-09-29 12:14:54+00:00,1
11617,11282,Directed,10486,replied_to,Neutral,No,Android,0,4,2021-09-29 12:12:26+00:00,1
9544,8564,Directed,10487,retweeted,Positive,No,Android,13,0,2021-09-29 12:12:05+00:00,1
9023,4528,Directed,10488,retweeted,Negative,Yes,iphone,14,0,2021-09-29 12:09:19+00:00,1
9544,400,Directed,10489,retweeted,Neutral,Yes,Android,8,0,2021-09-29 12:07:46+00:00,1
4111,4528,Directed,10490,retweeted,Negative,Yes,Android,14,0,2021-09-29 12:07:11+00:00,1
9544,4528,Directed,10491,retweeted,Negative,Yes,Android,14,0,2021-09-29 12:06:52+00:00,1
1772,8564,Directed,10492,retweeted,Positive,No,Android,13,0,2021-09-29 12:04:03+00:00,1
3336,8564,Directed,10493,retweeted,Positive,No,Android,13,0,2021-09-29 12:03:40+00:00,1
5245,8564,Directed,10494,retweeted,Positive,No,Android,13,0,2021-09-29 12:00:10+00:00,1
3137,8311,Directed,10495,retweeted,Neutral,No,Android,3,0,2021-09-29 11:59:13+00:00,1
2426,1285,Directed,10496,retweeted,Neutral,No,Android,2,0,2021-09-29 11:52:11+00:00,1
3644,8564,Directed,10497,retweeted,Positive,No,Android,13,0,2021-09-29 11:51:36+00:00,1
3600,8564,Directed,10498,retweeted,Positive,No,Android,13,0,2021-09-29 11:50:54+00:00,1
6089,8564,Directed,10499,retweeted,Neutral,No,Android,25,0,2021-09-29 11:50:44+00:00,1
6904,1285,Directed,10500,retweeted,Neutral,No,Android,2,0,2021-09-29 11:49:59+00:00,1
2426,8564,Directed,10501,retweeted,Positive,No,Android,13,0,2021-09-29 11:49:46+00:00,1
6904,8564,Directed,10502,retweeted,Positive,No,Android,13,0,2021-09-29 11:49:30+00:00,1
4873,11143,Directed,10503,retweeted,Positive,Yes,Web-App,12,0,2021-09-29 11:47:17+00:00,1
6926,8311,Directed,10504,retweeted,Neutral,No,Web-App,3,0,2021-09-29 11:45:28+00:00,1
2468,8564,Directed,10505,retweeted,Neutral,No,Android,25,0,2021-09-29 11:45:12+00:00,1
2426,8564,Directed,10506,retweeted,Neutral,No,Android,25,0,2021-09-29 11:44:48+00:00,1
5532,8564,Directed,10507,retweeted,Neutral,No,Web-App,25,0,2021-09-29 11:43:41+00:00,1
9254,11143,Directed,10508,retweeted,Positive,Yes,Android,12,0,2021-09-29 11:43:36+00:00,1
5532,4528,Directed,10509,retweeted,Negative,Yes,Web-App,14,0,2021-09-29 11:42:43+00:00,1
5532,7601,Directed,10510,retweeted,Neutral,Yes,Web-App,23,0,2021-09-29 11:42:22+00:00,1
5532,7601,Directed,10511,retweeted,Neutral,Yes,Web-App,16,0,2021-09-29 11:42:17+00:00,1
8311,0,Directed,10512,Tweet,Neutral,No,Web-App,3,5,2021-09-29 11:42:01+00:00,1
12090,8564,Directed,10513,retweeted,Neutral,No,Android,25,0,2021-09-29 11:40:34+00:00,1
2127,7601,Directed,10514,retweeted,Neutral,Yes,iphone,23,0,2021-09-29 11:39:33+00:00,1
6087,4415,Directed,10515,retweeted,Neutral,Yes,Android,17,0,2021-09-29 11:36:57+00:00,1
