Source,Target,Type,Id,Tweet_type,Tweet_Sentiment_Group,Media_included,Source_device,Retweet_count,Like_count,Time,Weight
11737,8564,Directed,20161,retweeted,Positive,No,iphone,170,0,2021-09-10 14:05:44+00:00,1
9498,9220,Directed,20162,replied_to,Neutral,No,Web-App,0,105,2021-09-10 14:05:15+00:00,1
8502,6904,Directed,20163,retweeted,Neutral,Yes,Android,695,0,2021-09-10 14:04:57+00:00,1
4155,6904,Directed,20164,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 14:04:41+00:00,1
2929,3676,Directed,20165,retweeted,Positive,Yes,Android,206,0,2021-09-10 14:03:55+00:00,1
3894,2426,Directed,20166,retweeted,Neutral,Yes,Android,5,0,2021-09-10 14:03:44+00:00,1
3059,2635,Directed,20167,retweeted,Negative,Yes,Android,1,0,2021-09-10 14:02:36+00:00,1
6704,3676,Directed,20168,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 14:02:24+00:00,1
12288,8586,Directed,20169,retweeted,Neutral,Yes,Android,101,0,2021-09-10 14:01:44+00:00,1
3257,8157,Directed,20170,retweeted,Neutral,No,Web-App,2,0,2021-09-10 14:00:59+00:00,1
7980,3676,Directed,20171,retweeted,Positive,Yes,iphone,206,0,2021-09-10 14:00:49+00:00,1
6047,6904,Directed,20172,retweeted,Neutral,Yes,Android,695,0,2021-09-10 14:00:16+00:00,1
10341,6904,Directed,20173,retweeted,Neutral,No,Web-App,6,0,2021-09-10 14:00:11+00:00,1
9117,6904,Directed,20174,retweeted,Neutral,Yes,Android,695,0,2021-09-10 14:00:06+00:00,1
7939,3676,Directed,20175,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:59:47+00:00,1
5517,3676,Directed,20176,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:59:18+00:00,1
5517,9220,Directed,20177,quoted,Neutral,No,Android,0,1,2021-09-10 13:58:33+00:00,1
1167,7252,Directed,20178,retweeted,Neutral,Yes,Android,2,0,2021-09-10 13:57:39+00:00,1
8157,0,Directed,20179,Tweet,Neutral,No,Web-App,2,18,2021-09-10 13:57:10+00:00,1
5704,10420,Directed,20180,retweeted,Positive,Yes,Other,3,0,2021-09-10 13:56:37+00:00,1
10820,10739,Directed,20181,retweeted,Neutral,Yes,Android,1,0,2021-09-10 13:55:51+00:00,1
6332,10221,Directed,20182,retweeted,Neutral,Yes,iphone,7,0,2021-09-10 13:55:46+00:00,1
1536,512,Directed,20183,retweeted,Neutral,No,Android,1,0,2021-09-10 13:55:44+00:00,1
6020,0,Directed,20184,Tweet,Negative,Yes,iphone,1,2,2021-09-10 13:55:24+00:00,1
6225,4856,Directed,20185,retweeted,Negative,Yes,Android,20,0,2021-09-10 13:54:30+00:00,1
5193,3676,Directed,20186,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:54:24+00:00,1
2440,6904,Directed,20187,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:53:41+00:00,1
10658,10658,Directed,20188,replied_to,Neutral,No,Web-App,0,0,2021-09-10 13:53:26+00:00,1
5704,3676,Directed,20189,retweeted,Positive,Yes,Other,206,0,2021-09-10 13:52:40+00:00,1
2165,3676,Directed,20190,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:52:07+00:00,1
7252,7252,Directed,20191,quoted,Neutral,Yes,Web-App,2,11,2021-09-10 13:51:51+00:00,1
594,3676,Directed,20192,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:51:42+00:00,1
10420,6904,Directed,20193,quoted,Positive,Yes,Web-App,3,19,2021-09-10 13:51:22+00:00,1
428,3676,Directed,20194,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:50:49+00:00,1
6212,3676,Directed,20195,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:50:35+00:00,1
2691,6904,Directed,20196,quoted,Neutral,Yes,iphone,0,0,2021-09-10 13:50:12+00:00,1
8411,3676,Directed,20197,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:50:01+00:00,1
8799,3676,Directed,20198,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:49:43+00:00,1
8323,3676,Directed,20199,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:49:36+00:00,1
11809,6904,Directed,20200,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:49:29+00:00,1
5917,3676,Directed,20201,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:49:00+00:00,1
2954,3676,Directed,20202,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:48:38+00:00,1
1346,6904,Directed,20203,quoted,Neutral,Yes,iphone,0,1,2021-09-10 13:48:26+00:00,1
578,3676,Directed,20204,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:47:43+00:00,1
11648,3676,Directed,20205,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:46:57+00:00,1
9325,3676,Directed,20206,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:46:38+00:00,1
11075,8894,Directed,20207,retweeted,Positive,No,Android,26,0,2021-09-10 13:46:16+00:00,1
7069,3676,Directed,20208,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:46:14+00:00,1
12008,3676,Directed,20209,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:45:21+00:00,1
7964,6904,Directed,20210,quoted,Neutral,Yes,Web-App,0,0,2021-09-10 13:44:47+00:00,1
2264,3676,Directed,20211,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:44:26+00:00,1
5943,6904,Directed,20212,retweeted,Neutral,Yes,Web-App,695,0,2021-09-10 13:44:25+00:00,1
9489,8586,Directed,20213,retweeted,Neutral,Yes,iphone,101,0,2021-09-10 13:44:13+00:00,1
1253,6904,Directed,20214,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:44:02+00:00,1
12266,10112,Directed,20215,quoted,Neutral,No,Web-App,0,2,2021-09-10 13:43:22+00:00,1
6774,6774,Directed,20216,replied_to,Neutral,No,iphone,0,2,2021-09-10 13:42:22+00:00,1
9847,8586,Directed,20217,retweeted,Neutral,Yes,iphone,101,0,2021-09-10 13:42:22+00:00,1
6774,0,Directed,20218,Tweet,Neutral,No,iphone,0,2,2021-09-10 13:42:22+00:00,1
6966,3676,Directed,20219,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:41:54+00:00,1
196,3676,Directed,20220,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:41:47+00:00,1
8175,6904,Directed,20221,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:41:18+00:00,1
4884,0,Directed,20222,Tweet,Neutral,No,Web-App,0,2,2021-09-10 13:40:05+00:00,1
10852,10112,Directed,20223,retweeted,Neutral,No,Android,22,0,2021-09-10 13:39:31+00:00,1
6630,3676,Directed,20224,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:39:11+00:00,1
4804,3676,Directed,20225,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:39:10+00:00,1
12066,1684,Directed,20226,retweeted,Neutral,Yes,Android,74,0,2021-09-10 13:39:00+00:00,1
2093,3676,Directed,20227,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:38:33+00:00,1
11856,6904,Directed,20228,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 13:37:56+00:00,1
10943,10221,Directed,20229,retweeted,Neutral,Yes,Web-App,7,0,2021-09-10 13:37:49+00:00,1
7415,6904,Directed,20230,quoted,Neutral,Yes,Android,0,0,2021-09-10 13:37:40+00:00,1
10739,6904,Directed,20231,quoted,Neutral,Yes,Web-App,1,16,2021-09-10 13:37:34+00:00,1
8223,6768,Directed,20232,retweeted,Positive,Yes,iphone,139,0,2021-09-10 13:37:22+00:00,1
4390,8894,Directed,20233,retweeted,Positive,No,Android,26,0,2021-09-10 13:36:45+00:00,1
10993,652,Directed,20234,retweeted,Negative,Yes,Android,8,0,2021-09-10 13:36:40+00:00,1
11606,3676,Directed,20235,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:36:09+00:00,1
8524,3676,Directed,20236,retweeted,Positive,Yes,iphone,206,0,2021-09-10 13:35:49+00:00,1
2288,3676,Directed,20237,retweeted,Positive,Yes,iphone,206,0,2021-09-10 13:35:24+00:00,1
11390,3676,Directed,20238,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:35:21+00:00,1
10268,6904,Directed,20239,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:35:13+00:00,1
1468,6904,Directed,20240,quoted,Neutral,Yes,Android,0,0,2021-09-10 13:35:06+00:00,1
3298,1684,Directed,20241,retweeted,Neutral,Yes,Android,16,0,2021-09-10 13:34:52+00:00,1
1353,6904,Directed,20242,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:34:14+00:00,1
3336,10221,Directed,20243,retweeted,Neutral,Yes,Android,7,0,2021-09-10 13:34:06+00:00,1
3948,10221,Directed,20244,retweeted,Neutral,Yes,Android,7,0,2021-09-10 13:33:58+00:00,1
1031,6904,Directed,20245,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:33:32+00:00,1
5949,2574,Directed,20246,retweeted,Neutral,Yes,Other,30,0,2021-09-10 13:33:24+00:00,1
6095,6904,Directed,20247,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 13:33:02+00:00,1
6904,10221,Directed,20248,retweeted,Neutral,Yes,Android,7,0,2021-09-10 13:33:00+00:00,1
10221,6904,Directed,20249,quoted,Neutral,Yes,Android,7,15,2021-09-10 13:32:44+00:00,1
5119,3676,Directed,20250,retweeted,Positive,Yes,iphone,206,0,2021-09-10 13:32:43+00:00,1
2081,6904,Directed,20251,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:32:37+00:00,1
512,512,Directed,20252,replied_to,Neutral,No,iphone,1,20,2021-09-10 13:32:16+00:00,1
1095,2574,Directed,20253,retweeted,Neutral,Yes,Android,30,0,2021-09-10 13:32:06+00:00,1
1776,3676,Directed,20254,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:32:02+00:00,1
9173,6904,Directed,20255,quoted,Neutral,Yes,Web-App,0,0,2021-09-10 13:31:06+00:00,1
1875,6904,Directed,20256,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:30:54+00:00,1
4670,2574,Directed,20257,retweeted,Neutral,Yes,Android,30,0,2021-09-10 13:30:48+00:00,1
8712,6768,Directed,20258,retweeted,Positive,Yes,iphone,139,0,2021-09-10 13:30:04+00:00,1
7110,3676,Directed,20259,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:29:59+00:00,1
6062,3676,Directed,20260,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:29:52+00:00,1
2426,1745,Directed,20261,retweeted,Neutral,Yes,Android,24,0,2021-09-10 13:29:46+00:00,1
8598,3676,Directed,20262,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:29:39+00:00,1
5656,3676,Directed,20263,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:29:36+00:00,1
8421,3676,Directed,20264,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:29:31+00:00,1
2426,6904,Directed,20265,retweeted,Neutral,Yes,Android,242,0,2021-09-10 13:29:28+00:00,1
8232,6768,Directed,20266,retweeted,Positive,Yes,iphone,139,0,2021-09-10 13:29:14+00:00,1
9178,6768,Directed,20267,retweeted,Positive,Yes,Web-App,139,0,2021-09-10 13:29:08+00:00,1
6745,3676,Directed,20268,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:29:05+00:00,1
4331,3676,Directed,20269,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:28:54+00:00,1
10573,3676,Directed,20270,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:28:42+00:00,1
1808,0,Directed,20271,Tweet,Neutral,No,Android,0,1,2021-09-10 13:28:08+00:00,1
4835,8561,Directed,20272,retweeted,Neutral,Yes,Android,2,0,2021-09-10 13:27:23+00:00,1
12031,3676,Directed,20273,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:27:20+00:00,1
12129,3676,Directed,20274,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:26:41+00:00,1
141,3676,Directed,20275,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:26:30+00:00,1
7467,0,Directed,20276,Tweet,Neutral,No,Android,0,1,2021-09-10 13:25:43+00:00,1
8232,8987,Directed,20277,retweeted,Neutral,Yes,iphone,13,0,2021-09-10 13:25:18+00:00,1
11912,6692,Directed,20278,retweeted,Neutral,Yes,Web-App,1,0,2021-09-10 13:25:15+00:00,1
1572,1745,Directed,20279,retweeted,Neutral,Yes,Android,24,0,2021-09-10 13:25:01+00:00,1
1572,1430,Directed,20280,retweeted,Neutral,Yes,Android,45,0,2021-09-10 13:24:41+00:00,1
1572,716,Directed,20281,retweeted,Neutral,Yes,Android,44,0,2021-09-10 13:24:37+00:00,1
8412,3676,Directed,20282,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:24:34+00:00,1
1572,4540,Directed,20283,retweeted,Neutral,Yes,Android,17,0,2021-09-10 13:24:33+00:00,1
11912,3676,Directed,20284,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:24:33+00:00,1
1572,8586,Directed,20285,retweeted,Neutral,Yes,Android,101,0,2021-09-10 13:24:31+00:00,1
1572,2011,Directed,20286,retweeted,Neutral,Yes,Android,130,0,2021-09-10 13:24:26+00:00,1
1572,6904,Directed,20287,retweeted,Neutral,Yes,Android,242,0,2021-09-10 13:24:23+00:00,1
6332,3676,Directed,20288,retweeted,Positive,Yes,iphone,206,0,2021-09-10 13:24:12+00:00,1
7550,3676,Directed,20289,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:23:48+00:00,1
1138,2574,Directed,20290,retweeted,Neutral,Yes,Android,30,0,2021-09-10 13:23:33+00:00,1
1775,6904,Directed,20291,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:23:24+00:00,1
6037,3676,Directed,20292,retweeted,Positive,Yes,Other,206,0,2021-09-10 13:22:50+00:00,1
7631,8564,Directed,20293,retweeted,Positive,No,Android,170,0,2021-09-10 13:22:36+00:00,1
3400,3676,Directed,20294,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:22:00+00:00,1
6692,3676,Directed,20295,quoted,Neutral,Yes,Web-App,1,5,2021-09-10 13:21:51+00:00,1
10313,0,Directed,20296,Tweet,Neutral,No,Other,0,0,2021-09-10 13:21:45+00:00,1
5891,3676,Directed,20297,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:21:44+00:00,1
1235,10112,Directed,20298,quoted,Neutral,No,Web-App,0,0,2021-09-10 13:20:35+00:00,1
9571,3676,Directed,20299,retweeted,Positive,Yes,iphone,206,0,2021-09-10 13:20:16+00:00,1
3831,2574,Directed,20300,retweeted,Neutral,Yes,iphone,30,0,2021-09-10 13:19:31+00:00,1
107,3676,Directed,20301,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:19:08+00:00,1
2574,2574,Directed,20302,replied_to,Neutral,No,Web-App,0,10,2021-09-10 13:19:06+00:00,1
3298,1684,Directed,20303,retweeted,Neutral,Yes,Android,74,0,2021-09-10 13:19:00+00:00,1
1138,6904,Directed,20304,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:18:57+00:00,1
8564,3676,Directed,20305,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:17:54+00:00,1
12066,3676,Directed,20306,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:17:53+00:00,1
8454,3676,Directed,20307,retweeted,Positive,Yes,iphone,206,0,2021-09-10 13:17:29+00:00,1
10195,6904,Directed,20308,retweeted,Neutral,Yes,Web-App,695,0,2021-09-10 13:17:10+00:00,1
8975,10112,Directed,20309,replied_to,Neutral,No,Android,0,0,2021-09-10 13:16:27+00:00,1
10367,6904,Directed,20310,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:16:08+00:00,1
6962,3676,Directed,20311,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:15:39+00:00,1
7975,3676,Directed,20312,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:15:02+00:00,1
6904,8528,Directed,20313,replied_to,Neutral,No,Android,0,6,2021-09-10 13:13:59+00:00,1
7631,6904,Directed,20314,quoted,Negative,Yes,Android,5,25,2021-09-10 13:13:41+00:00,1
4760,951,Directed,20315,retweeted,Positive,No,Web-App,27,0,2021-09-10 13:13:29+00:00,1
3008,3676,Directed,20316,retweeted,Positive,Yes,iphone,206,0,2021-09-10 13:13:28+00:00,1
4631,0,Directed,20317,Tweet,Neutral,No,Android,0,0,2021-09-10 13:13:25+00:00,1
8887,3676,Directed,20318,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:12:50+00:00,1
8437,3676,Directed,20319,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:12:48+00:00,1
9061,3676,Directed,20320,retweeted,Positive,Yes,iphone,206,0,2021-09-10 13:12:08+00:00,1
1249,6904,Directed,20321,retweeted,Neutral,Yes,Web-App,695,0,2021-09-10 13:11:52+00:00,1
11969,11594,Directed,20322,quoted,Neutral,Yes,Android,4,20,2021-09-10 13:11:41+00:00,1
2834,3676,Directed,20323,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:11:24+00:00,1
9966,3676,Directed,20324,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:11:23+00:00,1
10281,3676,Directed,20325,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:11:19+00:00,1
8528,6904,Directed,20326,replied_to,Neutral,No,Android,0,19,2021-09-10 13:10:37+00:00,1
11397,3676,Directed,20327,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:10:17+00:00,1
10420,3676,Directed,20328,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:10:06+00:00,1
9222,951,Directed,20329,retweeted,Positive,No,iphone,27,0,2021-09-10 13:09:51+00:00,1
5491,6904,Directed,20330,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:09:04+00:00,1
4432,0,Directed,20331,Tweet,Neutral,No,Web-App,0,1,2021-09-10 13:08:51+00:00,1
1742,1742,Directed,20332,replied_to,Neutral,No,Android,0,0,2021-09-10 13:08:40+00:00,1
10709,3676,Directed,20333,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:08:23+00:00,1
8248,6904,Directed,20334,retweeted,Neutral,Yes,Web-App,695,0,2021-09-10 13:08:17+00:00,1
8749,3676,Directed,20335,retweeted,Positive,Yes,iphone,206,0,2021-09-10 13:07:37+00:00,1
6074,3676,Directed,20336,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:07:29+00:00,1
3336,3676,Directed,20337,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:06:59+00:00,1
3298,3676,Directed,20338,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:06:52+00:00,1
4883,2574,Directed,20339,retweeted,Neutral,Yes,Android,30,0,2021-09-10 13:06:50+00:00,1
2119,3676,Directed,20340,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:06:44+00:00,1
6661,6904,Directed,20341,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 13:05:56+00:00,1
6904,3676,Directed,20342,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:05:49+00:00,1
9623,6904,Directed,20343,retweeted,Neutral,Yes,Web-App,695,0,2021-09-10 13:04:58+00:00,1
6929,6904,Directed,20344,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:04:51+00:00,1
7427,6904,Directed,20345,retweeted,Neutral,Yes,Web-App,695,0,2021-09-10 13:04:40+00:00,1
12256,2574,Directed,20346,retweeted,Neutral,Yes,Web-App,30,0,2021-09-10 13:03:50+00:00,1
12066,10656,Directed,20347,retweeted,Neutral,No,Android,10,0,2021-09-10 13:03:46+00:00,1
8919,3676,Directed,20348,retweeted,Positive,Yes,Android,206,0,2021-09-10 13:03:44+00:00,1
926,2574,Directed,20349,retweeted,Neutral,Yes,Android,30,0,2021-09-10 13:03:30+00:00,1
953,10112,Directed,20350,quoted,Neutral,No,Android,0,0,2021-09-10 13:03:11+00:00,1
466,951,Directed,20351,retweeted,Positive,No,Android,27,0,2021-09-10 13:02:32+00:00,1
8437,11594,Directed,20352,replied_to,Positive,No,Web-App,0,21,2021-09-10 13:02:03+00:00,1
10553,4856,Directed,20353,retweeted,Negative,Yes,Web-App,20,0,2021-09-10 13:01:58+00:00,1
2119,6904,Directed,20354,retweeted,Neutral,Yes,Android,44,0,2021-09-10 13:01:58+00:00,1
8437,11594,Directed,20355,replied_to,Positive,No,Web-App,0,0,2021-09-10 13:01:45+00:00,1
12066,10656,Directed,20356,retweeted,Positive,Yes,Android,12,0,2021-09-10 13:01:33+00:00,1
8437,11594,Directed,20357,replied_to,Positive,No,Web-App,0,0,2021-09-10 13:01:30+00:00,1
9147,2574,Directed,20358,retweeted,Neutral,Yes,Web-App,30,0,2021-09-10 13:01:14+00:00,1
546,6904,Directed,20359,retweeted,Neutral,Yes,Android,695,0,2021-09-10 13:00:45+00:00,1
8437,11594,Directed,20360,replied_to,Positive,No,Web-App,2,14,2021-09-10 13:00:30+00:00,1
6251,3676,Directed,20361,retweeted,Positive,Yes,Web-App,206,0,2021-09-10 13:00:19+00:00,1
3949,6904,Directed,20362,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 13:00:13+00:00,1
12162,6904,Directed,20363,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:59:52+00:00,1
12256,6904,Directed,20364,retweeted,Neutral,Yes,Web-App,695,0,2021-09-10 12:59:49+00:00,1
6814,6904,Directed,20365,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:59:23+00:00,1
10709,1430,Directed,20366,retweeted,Neutral,Yes,Android,45,0,2021-09-10 12:59:05+00:00,1
10709,6904,Directed,20367,retweeted,Neutral,Yes,Android,242,0,2021-09-10 12:58:31+00:00,1
10709,6904,Directed,20368,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:58:24+00:00,1
10709,0,Directed,20369,Tweet,Neutral,No,Android,0,0,2021-09-10 12:58:15+00:00,1
3676,0,Directed,20370,Tweet,Positive,Yes,Web-App,206,692,2021-09-10 12:57:59+00:00,1
7580,6904,Directed,20371,retweeted,Neutral,No,Android,12,0,2021-09-10 12:57:57+00:00,1
6069,6768,Directed,20372,retweeted,Positive,Yes,Android,139,0,2021-09-10 12:57:38+00:00,1
4933,6904,Directed,20373,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:57:30+00:00,1
11275,2574,Directed,20374,retweeted,Neutral,Yes,Android,30,0,2021-09-10 12:57:06+00:00,1
2890,6904,Directed,20375,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 12:55:22+00:00,1
2890,2574,Directed,20376,retweeted,Neutral,Yes,iphone,30,0,2021-09-10 12:55:11+00:00,1
1608,2574,Directed,20377,retweeted,Neutral,Yes,iphone,30,0,2021-09-10 12:55:06+00:00,1
7159,6904,Directed,20378,retweeted,Neutral,No,Android,12,0,2021-09-10 12:54:16+00:00,1
4933,4856,Directed,20379,retweeted,Negative,Yes,Android,20,0,2021-09-10 12:53:00+00:00,1
8437,8564,Directed,20380,replied_to,Neutral,No,Web-App,0,4,2021-09-10 12:52:21+00:00,1
5625,8564,Directed,20381,retweeted,Neutral,No,Android,13,0,2021-09-10 12:51:53+00:00,1
5756,6904,Directed,20382,retweeted,Neutral,Yes,Web-App,695,0,2021-09-10 12:51:39+00:00,1
8437,8564,Directed,20383,retweeted,Neutral,No,Web-App,13,0,2021-09-10 12:51:29+00:00,1
951,6904,Directed,20384,quoted,Neutral,No,iphone,0,5,2021-09-10 12:51:23+00:00,1
11490,4856,Directed,20385,retweeted,Negative,Yes,Web-App,20,0,2021-09-10 12:49:49+00:00,1
1163,6904,Directed,20386,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:48:46+00:00,1
2157,2574,Directed,20387,retweeted,Neutral,Yes,Android,30,0,2021-09-10 12:48:29+00:00,1
12009,6904,Directed,20388,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 12:47:16+00:00,1
4353,1684,Directed,20389,retweeted,Neutral,Yes,Android,74,0,2021-09-10 12:47:12+00:00,1
1082,6904,Directed,20390,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:47:11+00:00,1
12009,8987,Directed,20391,retweeted,Neutral,Yes,iphone,13,0,2021-09-10 12:47:10+00:00,1
1926,1053,Directed,20392,retweeted,Neutral,Yes,Web-App,174,0,2021-09-10 12:46:04+00:00,1
815,6904,Directed,20393,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:45:28+00:00,1
815,2574,Directed,20394,retweeted,Neutral,Yes,Android,30,0,2021-09-10 12:45:17+00:00,1
5493,2574,Directed,20395,retweeted,Neutral,Yes,iphone,30,0,2021-09-10 12:45:13+00:00,1
8370,6904,Directed,20396,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 12:43:39+00:00,1
9470,2574,Directed,20397,retweeted,Neutral,Yes,Android,30,0,2021-09-10 12:42:52+00:00,1
6904,2574,Directed,20398,retweeted,Neutral,Yes,Web-App,30,0,2021-09-10 12:42:02+00:00,1
817,6904,Directed,20399,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 12:41:17+00:00,1
11239,6768,Directed,20400,retweeted,Positive,Yes,Android,139,0,2021-09-10 12:40:00+00:00,1
381,6904,Directed,20401,retweeted,Neutral,Yes,Web-App,695,0,2021-09-10 12:39:14+00:00,1
9423,4856,Directed,20402,retweeted,Negative,Yes,Android,20,0,2021-09-10 12:38:37+00:00,1
8392,2574,Directed,20403,retweeted,Neutral,Yes,Web-App,30,0,2021-09-10 12:38:20+00:00,1
6206,4856,Directed,20404,retweeted,Negative,Yes,Web-App,20,0,2021-09-10 12:38:17+00:00,1
6005,4856,Directed,20405,retweeted,Negative,Yes,iphone,20,0,2021-09-10 12:37:42+00:00,1
4063,6904,Directed,20406,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:37:38+00:00,1
10048,6768,Directed,20407,retweeted,Positive,Yes,iphone,139,0,2021-09-10 12:37:35+00:00,1
4063,2574,Directed,20408,retweeted,Neutral,Yes,Android,30,0,2021-09-10 12:36:51+00:00,1
9400,4856,Directed,20409,retweeted,Negative,Yes,Web-App,20,0,2021-09-10 12:35:53+00:00,1
5593,4856,Directed,20410,retweeted,Negative,Yes,Web-App,20,0,2021-09-10 12:34:56+00:00,1
8629,6904,Directed,20411,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 12:34:27+00:00,1
2574,6904,Directed,20412,quoted,Neutral,Yes,Web-App,30,123,2021-09-10 12:34:05+00:00,1
1129,6904,Directed,20413,retweeted,Neutral,Yes,iphone,695,0,2021-09-10 12:32:58+00:00,1
7134,6768,Directed,20414,retweeted,Positive,Yes,iphone,139,0,2021-09-10 12:32:57+00:00,1
8557,6904,Directed,20415,retweeted,Neutral,No,Android,12,0,2021-09-10 12:32:51+00:00,1
12066,6904,Directed,20416,quoted,Neutral,No,Android,0,4,2021-09-10 12:32:29+00:00,1
12288,6904,Directed,20417,quoted,Neutral,No,Android,0,2,2021-09-10 12:31:12+00:00,1
8622,4856,Directed,20418,retweeted,Negative,Yes,Android,20,0,2021-09-10 12:31:10+00:00,1
7624,6150,Directed,20419,retweeted,Neutral,Yes,Android,2,0,2021-09-10 12:30:56+00:00,1
11898,6904,Directed,20420,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:30:38+00:00,1
2072,6904,Directed,20421,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:29:53+00:00,1
4889,951,Directed,20422,retweeted,Positive,No,Android,27,0,2021-09-10 12:29:47+00:00,1
10328,6768,Directed,20423,retweeted,Positive,Yes,Android,139,0,2021-09-10 12:29:11+00:00,1
3298,6904,Directed,20424,retweeted,Neutral,Yes,Android,695,0,2021-09-10 12:29:10+00:00,1
