Id,Label,unnamed: 0,user_id,user_language,user_country,verified,followers_count,profile_image,splitter_z_value,stat_inf_class,modularity_class,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,pr_rank,pr_rank_min-max-normalized,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,Authority,Hub,Clustering Coefficient,pageranks,clustering,eigencentrality,KatzCentrality
12575,taeIiah,12575,904460385176219649,Portuguese,Brazil,False,456,904460385176219649.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12576,GiniMcGinnifer,12576,904536439,English,Undefined_(English),False,23,904536439.png,0,360,28,54,0.004007,0.83729,0.261689,54,0,54,56,0,56,352032,0.013731,0,0,0,0,0,0,0,0.012964,0,0.047519,0.000566,0.027603,0.039433,0
12577,Bytezinho,12577,904745021009784832,Spanish,Brazil,False,3,904745021009784832.png,0,344,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.273887,0.28552,0,0,0,0,0,0.000323,0,0.000018,0,0,0
12578,Annacmmoraes,12578,905025636594589696,English,Brazil,False,210,905025636594589696.png,0,30,469,0,0,0,0,0,1,1,0,3,3,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12579,TheTrojanpear,12579,905155459,English,Georgia,False,350,905155459.png,0,549,24,0,0,0,0,0,1,1,0,2,2,0,0,7,0.279919,0.294277,0,0,0,0,0,0.000324,0,0.000018,0,0,0
12580,CrisnaRafaella,12580,905361287177277440,English,Undefined_(English),False,11,905361287177277440.png,0,747,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.280651,0.294812,0,0,0,0,0,0.000114,0,0.000018,0,0,0
12581,021O0426,12581,905377713204084736,Japanese,Undefined_(Japanese),False,93,905377713204084736.png,0,361,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0,0,0
12582,zuzuenhanced,12582,905574063959093248,English,Undefined_(English),False,84,905574063959093248.png,0,595,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264079,0.276454,0,0,0,0,0,0.000359,0,0.000018,0,0,0
12583,ius_humanum,12583,90558705,Portuguese,Brazil,False,1112,90558705.png,0,245,469,0,0,0,0,0,1,1,0,1,1,0,0,7,0.26379,0.276023,0,0,0,0,0,0.000061,0,0.000018,0,0,0
12584,nataliafc_,12584,90569036,Portuguese,Undefined_(Portuguese),False,170,90569036.png,0,462,34,0,0,0,0,0,1,1,0,1,1,0,0,7,0.26379,0.275902,0,0,0,0,0,0.000109,0,0.000018,0,0,0
12585,autoragraszi,12585,905886482094850050,Portuguese,Brazil,False,1503,905886482094850050.png,0,182,491,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271044,0.2822,0,0,0,0,0,0.000813,0,0.000018,0,0,0
12586,hugoreismauri,12586,905920252898406401,Portuguese,Undefined_(Portuguese),False,53,905920252898406401.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12587,AnaKozuki,12587,905948851374354434,Portuguese,Undefined_(Portuguese),False,1560,905948851374354434.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12588,PedroHGCJ,12588,905983797598052353,Portuguese,Brazil,False,205,905983797598052353.png,0,200,227,0,0,0,0,0,1,1,0,1,1,0,0,7,0.287671,0.300116,0,0,0,0,0,0.000725,0,0.000018,0,0,0
12589,michelpio87,12589,906117150645116929,Portuguese,Brazil,False,65,906117150645116929.png,0,213,469,0,0,0,0,0,4,4,0,5,5,0,0,6,0.372254,0.399776,0,0,0,0,0,0.016457,0.666667,0.000018,0.583333,0,0
12590,1990koji,12590,906281602568900608,Portuguese,Undefined_(Portuguese),False,490,906281602568900608.png,0,213,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.286222,0.301454,0,0,0,0,0,0.001323,0,0.000018,0,0,0
12591,_lspjl,12591,906295338,Portuguese,Brazil,False,151,906295338.png,0,173,7,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263847,0.276168,0,0,0,0,0,0.000018,0,0.000018,0,0,0
12592,ntnbraga,12592,906311025909268481,Portuguese,Brazil,False,966,906311025909268481.png,0,242,469,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264368,0.276937,0,0,0,0,0,0.000029,0,0.000018,0,0,0
12593,ttluao,12593,906540678364135424,Portuguese,Brazil,False,916,906540678364135424.png,0,462,34,0,0,0,0,1,4,5,1,4,5,0,0,6,0.358708,0.388889,0,0,0,0,0,0.017441,0.333333,0.000018,0.333333,0.000224,0
12594,trento_peter,12594,906607975279841280,Portuguese,Brazil,False,661,906607975279841280.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12595,JeffreyJDean,12595,906612331,English,United Kingdom,False,1088,906612331.png,0,355,24,0,0,0,0,0,3,3,0,3,3,0,0,7,0.299907,0.317869,0,0,0,0,0,0.002755,0.333333,0.000018,0.166667,0,0
12596,Saint_chell,12596,90689206,Portuguese,Brazil,False,26,90689206.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12597,dhandymarcelle,12597,906917940351651840,Portuguese,Brazil,False,264,906917940351651840.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12598,ehmandinha,12598,907008856789839872,Portuguese,Brazil,False,2906,907008856789839872.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12599,Gabriel_Slovak,12599,907029823624765441,English,Brazil,False,933,907029823624765441.png,0,521,28,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000414,0,0.000018,0,0,0
12600,tekaalves1958,12600,907201058,Portuguese,Brazil,False,1592,907201058.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12601,molegria,12601,9073952,Portuguese,Brazil,False,316,9073952.png,0,30,469,0,0,0,0,0,1,1,0,2,2,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12602,chubia_,12602,907412649893343232,Portuguese,Undefined_(Portuguese),False,104,907412649893343232.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12603,anegdantas,12603,907431488299393026,Bosnian,Brazil,False,62,907431488299393026.png,0,209,438,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000466,0,0.000018,0,0,0
12604,MissOpuntia,12604,907479424320331776,English,Mexico,False,236,907479424320331776.png,0,177,253,0,0,0,0,0,2,2,0,2,2,0,0,7,0.290789,0.305085,0,0,0,0,0,0.00076,1,0.000018,0.5,0,0
12605,erggosum,12605,907704442518110208,Portuguese,Undefined_(Portuguese),False,132,907704442518110208.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12606,MatheussKurt,12606,907927135997886464,Portuguese,Undefined_(Portuguese),False,69,907927135997886464.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12607,EcuGeology,12607,907955715691577344,English,United States,False,151,907955715691577344.png,0,383,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.297597,0.313729,0,0,0,0,0,0.002123,0,0.000018,0,0,0
12608,lhamasdepijamas,12608,908115643781844992,Portuguese,Brazil,False,920,908115643781844992.png,0,826,469,10,0.000742,0.836845,0.258632,10,0,10,10,0,10,59940,0.002338,0,0,0,0,0,0,0,0.003475,0,0.2,0.000252,0.122222,0.026218,0
12609,EPS_McGill,12609,908198129413095424,English,Canada,False,954,908198129413095424.png,0,290,12,0,0,0,0,0,1,1,0,1,1,0,0,7,0.269606,0.280405,0,0,0,0,0,0.000377,0,0.000018,0,0,0
12610,juliabronzeri,12610,908309463903465474,English,Undefined_(English),False,139,908309463903465474.png,0,521,28,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000414,0,0.000018,0,0,0
12611,Tigerbird68,12611,908424842751479808,English,Undefined_(English),False,30,908424842751479808.png,0,154,24,0,0,0,0,0,2,2,0,2,2,0,0,7,0.272881,0.286013,0,0,0,0,0,0.000781,0,0.000018,0,0,0
12612,All3xsilva,12612,908434303343874049,Portuguese,Brazil,False,43,908434303343874049.png,0,213,34,0,0,0,0,0,2,2,0,2,2,0,0,7,0.286434,0.302177,0,0,0,0,0,0.001332,0,0.000018,0,0,0
12613,carlaodara,12613,908471082197372933,Portuguese,Brazil,False,269,908471082197372933.png,0,30,469,1,0.000074,0.836697,0.257792,1,1,2,1,2,3,7601,0.000296,6,0.357672,0.387047,0,0,0,0,0.000891,0.014377,0,0.000162,0,0.021901,0
12614,DaisePereira,12614,90880044,English,Brazil,False,703,90880044.png,0,290,12,0,0,0,0,0,1,1,0,1,1,0,0,7,0.269606,0.280405,0,0,0,0,0,0.000377,0,0.000018,0,0,0
12615,Girl_craft2003,12615,908813864560623616,English,Undefined_(English),False,124,908813864560623616.png,0,172,23,0,0,0,0,0,1,1,0,1,1,0,0,7,0.327347,0.352773,0,0,0,0,0,0.000713,0,0.000018,0,0,0
12616,Paulikitty,12616,90883101,Spanish,Ecuador,False,479,90883101.png,0,841,543,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263646,0.275764,0,0,0,0,0,0.000313,0,0.000018,0,0,0
12617,heloacaraioo,12617,908877568329310209,Portuguese,Brazil,False,213,908877568329310209.png,0,462,34,0,0,0,0,0,1,1,0,1,1,0,0,7,0.26379,0.275902,0,0,0,0,0,0.000109,0,0.000018,0,0,0
12618,jubelievesin_JB,12618,908925325,Portuguese,Brazil,False,3424,908925325.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12619,lkgaruzi,12619,909157820863524865,English,Brazil,False,9,909157820863524865.png,0,375,469,0,0,0,0,0,1,1,0,1,1,0,0,7,0.284369,0.296665,0,0,0,0,0,0.000219,0,0.000018,0,0,0
12620,Cayenne_pep,12620,909182727601111040,English,United States,False,186,909182727601111040.png,0,527,24,0,0,0,0,0,1,1,0,1,1,0,0,9,0.184316,0.189471,0,0,0,0,0,0.000086,0,0.000018,0,0,0
12621,lentescorderosa,12621,90930560,Portuguese,Brazil,False,2171,90930560.png,0,266,438,0,0,0,0,0,2,2,0,2,2,0,0,7,0.264223,0.27711,0,0,0,0,0,0.000249,0,0.000018,0,0,0
12622,raphalos500g,12622,909416459713081344,Portuguese,Undefined_(Portuguese),False,102,909416459713081344.png,0,209,438,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000466,0,0.000018,0,0,0
12623,folha_ciencia,12623,90963802,Unavailable_Lang_(Restricted),Unavailable_Country_(Restricted),False,113049,90963802.png,0,0,469,5,0.000371,0.836771,0.258955,5,0,5,5,0,5,33721,0.001315,0,0,0,0,0,0,0,0.002895,0,0.5,0.000252,0.35,0.02564,0
12624,jazakfon,12624,909648027769606144,English,Undefined_(English),False,111,909648027769606144.png,0,154,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.221306,0.228395,0,0,0,0,0,0.000352,0,0.000018,0,0,0
12625,karpatoso,12625,90980738,Portuguese,Brazil,False,316,90980738.png,0,383,523,0,0,0,0,0,2,2,0,2,2,0,0,7,0.298609,0.315506,0,0,0,0,0,0.002573,1,0.000018,0.5,0,0
12626,knowure,12626,909829684745162752,Portuguese,Undefined_(Portuguese),False,1596,909829684745162752.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12627,dangerouscoIors,12627,910071315050012672,English,Undefined_(English),False,428,910071315050012672.png,0,189,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.269081,0.279888,0,0,0,0,0,0.000142,0,0.000018,0,0,0
12628,PaleontologiaBR,12628,910442327314976769,Portuguese,Undefined_(Portuguese),False,650,910442327314976769.png,0,363,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0,0,0
12629,devilsmadvocate,12629,910548051755962368,Portuguese,Undefined_(Portuguese),False,61,910548051755962368.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12630,Bia_Grigio,12630,910612143061561344,Portuguese,Brazil,False,355,910612143061561344.png,0,295,469,2,0.000148,0.836697,0.20502,3,10,13,3,16,19,12199,0.000476,6,0.373741,0.403299,12.308252,0,0,0,0.001405,0.018285,0.654545,0.000047,0.515152,0.002556,0
12631,riveramichael,12631,91070492,English,Hong Kong,False,5914,91070492.png,0,267,28,0,0,0,0,0,2,2,0,2,2,0,0,7,0.279029,0.293052,0,0,0,0,0,0.00071,1,0.000018,1,0,0
12632,Jake_Atterby,12632,910778227471339526,English,United Kingdom,False,796,910778227471339526.png,0,113,523,0,0,0,0,0,6,6,0,9,9,0,0,6,0.370541,0.398482,0,0,0,0,0,0.01788,0.733333,0.000018,0.633333,0,0
12633,astroaline,12633,910857383970246657,Portuguese,Brazil,False,16650,910857383970246657.png,0,30,469,0,0,0,0,0,2,2,0,2,2,0,0,6,0.359509,0.389665,0,0,0,0,0,0.015078,1,0.000018,1,0,0
12634,Paleontologizin,12634,910958307476594689,English,United States,False,1762,910958307476594689.png,0,595,24,0,0,0,0,0,2,2,0,2,2,0,0,7,0.278306,0.291482,0,0,0,0,0,0.000639,1,0.000018,1,0,0
12635,GameRaptor3,12635,910960842287599623,English,Undefined_(English),False,9,910960842287599623.png,0,364,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0,0,0
12636,hermitolerigou,12636,911019391923388416,Portuguese,Brazil,False,1324,911019391923388416.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12637,CosmicHobo_,12637,911027748587622407,Portuguese,Undefined_(Portuguese),False,219,911027748587622407.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12638,fritzkriegbop,12638,911045541282369536,English,Undefined_(English),False,135,911045541282369536.png,0,365,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000018,0,0,0
12639,SnowwhiteAndrea,12639,911068706813431810,English,Undefined_(English),False,148,911068706813431810.png,0,289,53,0,0,0,0,0,1,1,0,1,1,0,0,7,0.273345,0.285944,0,0,0,0,0,0.000358,0,0.000018,0,0,0
12640,spacegirl0101,12640,911167822071521280,Portuguese,Undefined_(Portuguese),False,36,911167822071521280.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12641,republicacoes,12641,911212733995061248,Portuguese,Brazil,False,62,911212733995061248.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12642,lgbowie,12642,911373372495364096,Portuguese,Undefined_(Portuguese),False,1106,911373372495364096.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12643,pilantropico,12643,91154588,Portuguese,Brazil,False,594,91154588.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12644,natalia_alvim,12644,91189583,Portuguese,United Kingdom,False,657,91189583.png,0,30,469,0,0,0,0,0,2,2,0,2,2,0,0,6,0.36772,0.393996,0,0,0,0,0,0.014448,1,0.000018,0.5,0,0
12645,chicovit,12645,912023155488776192,Portuguese,Undefined_(Portuguese),False,327,912023155488776192.png,0,216,227,0,0,0,0,0,1,1,0,1,1,0,0,7,0.289916,0.303135,0,0,0,0,0,0.000579,0,0.000018,0,0,0
12646,mandzyou,12646,912039399256453121,Portuguese,Undefined_(Portuguese),False,314,912039399256453121.png,0,167,469,0,0,0,0,0,1,1,0,1,1,0,0,7,0.287586,0.302411,0,0,0,0,0,0.000701,0,0.000018,0,0,0
12647,LStoryDragon,12647,912115884772257792,Portuguese,Undefined_(Portuguese),False,31,912115884772257792.png,0,289,53,0,0,0,0,0,1,1,0,1,1,0,0,7,0.273345,0.285944,0,0,0,0,0,0.000358,0,0.000018,0,0,0
12648,princeasle,12648,912277182742921218,English,Norway,False,65,912277182742921218.png,0,383,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.297597,0.313729,0,0,0,0,0,0.002123,0,0.000018,0,0,0
12649,Fisoloreifo,12649,912428488111591424,Portuguese,Brazil,False,35,912428488111591424.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12650,ValaskiGabriel,12650,912445671697010691,English,Brazil,False,249,912445671697010691.png,0,777,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.281551,0.294319,0,0,0,0,0,0.000836,0,0.000018,0,0,0
12651,Sasabrinapapa,12651,912459989658324992,Portuguese,Undefined_(Portuguese),False,20,912459989658324992.png,0,245,253,0,0,0,0,0,7,7,0,8,8,0,0,7,0.303571,0.322751,0,0,0,0,0,0.00114,0,0.000018,0,0,0
12652,myrslvr,12652,912592029347180545,English,Brazil,False,133,912592029347180545.png,0,303,28,0,0,0,0,0,1,1,0,1,1,0,0,7,0.279838,0.293742,0,0,0,0,0,0.000462,0,0.000018,0,0,0
12653,Javenchi_Art,12653,912673168145502208,English,United States,False,1723,912673168145502208.png,0,278,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.229945,0.238281,0,0,0,0,0,0.000254,0,0.000018,0,0,0
12654,FlyingEagle8956,12654,912673375910166529,English,United States,False,26,912673375910166529.png,0,278,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.229945,0.238281,0,0,0,0,0,0.000254,0,0.000018,0,0,0
12655,pescosauro,12655,912687312143880192,Portuguese,Brazil,False,325,912687312143880192.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12656,TiroAo,12656,913162952093634561,Portuguese,Brazil,False,285,913162952093634561.png,0,462,34,0,0,0,0,0,1,1,0,1,1,0,0,7,0.26379,0.275902,0,0,0,0,0,0.000109,0,0.000018,0,0,0
12657,GarwinTTW,12657,913367911733055488,Portuguese,Undefined_(Portuguese),False,226,913367911733055488.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12658,dylan_dewitt61,12658,913508532678418432,English,United States,False,145,913508532678418432.png,0,278,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.229945,0.238281,0,0,0,0,0,0.000254,0,0.000018,0,0,0
12659,vmourade,12659,913591379040890880,Portuguese,Undefined_(Portuguese),False,356,913591379040890880.png,0,245,253,0,0,0,0,0,1,1,0,1,1,0,0,7,0.269908,0.280854,0,0,0,0,0,0.000022,0,0.000018,0,0,0
12660,juniorfonseca,12660,913671438,Portuguese,Brazil,False,735,913671438.png,0,297,60,0,0,0,0,0,4,4,0,4,4,0,0,6,0.370541,0.398137,0,0,0,0,0,0.017272,0.833333,0.000018,0.666667,0,0
12661,GWMHarrison4,12661,913707281774194688,English,Undefined_(English),False,236,913707281774194688.png,0,147,523,0,0,0,0,0,2,2,0,2,2,0,0,7,0.279029,0.293052,0,0,0,0,0,0.000448,1,0.000018,0.5,0,0
12662,cauan1968,12662,914170670443122689,English,Undefined_(English),False,4,914170670443122689.png,0,321,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.249871,0.262229,0,0,0,0,0,0.000087,0,0.000018,0,0,0
12663,mxpadz,12663,914264657019506689,Portuguese,Undefined_(Portuguese),False,123,914264657019506689.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12664,bruuj4,12664,914321700724117506,Portuguese,Undefined_(Portuguese),False,811,914321700724117506.png,0,239,34,0,0,0,0,0,2,2,0,2,2,0,0,8,0.244248,0.25638,0,0,0,0,0,0.000773,0,0.000018,0,0,0
12665,PrisGallicchio,12665,91439935,Portuguese,Undefined_(Portuguese),False,168,91439935.png,0,228,457,0,0,0,0,0,1,1,0,1,1,0,0,7,0.273654,0.286168,0,0,0,0,0,0.000393,0,0.000018,0,0,0
12666,andrewjhouse,12666,914574532765208576,English,Spain,False,214,914574532765208576.png,0,195,28,0,0,0,0,0,1,1,0,1,1,0,0,8,0.231156,0.239455,0,0,0,0,0,0.00035,0,0.000018,0,0,0
12667,mfernandes_s,12667,914875752734224384,Portuguese,Undefined_(Portuguese),False,63,914875752734224384.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12668,lettsartori,12668,914916666080944128,Portuguese,Brazil,False,501,914916666080944128.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12669,LourenStanzani,12669,915051308675158017,Portuguese,Undefined_(Portuguese),False,714,915051308675158017.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12670,Suspended_User,12670,915058249581416449,Portuguese,Undefined_(Portuguese),Suspended_User,Suspended_User,default_profile_bigger.png,0,35,523,0,0,0,0,0,1,1,0,1,1,0,0,8,0.217813,0.224532,0,0,0,0,0,0.000335,0,0.000018,0,0,0
12671,srbueno_,12671,915096440061304832,Portuguese,Brazil,False,181,915096440061304832.png,0,30,469,0,0,0,0,0,1,1,0,2,2,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12672,DaniellyBSantos,12672,915292416,Portuguese,Brazil,False,570,915292416.png,0,214,438,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263718,0.275937,0,0,0,0,0,0.000236,0,0.000018,0,0,0
12673,nomaroiac,12673,915318969028022272,Portuguese,Undefined_(Portuguese),False,118,915318969028022272.png,0,216,227,0,0,0,0,0,1,1,0,1,1,0,0,7,0.289916,0.303135,0,0,0,0,0,0.000579,0,0.000018,0,0,0
12674,xloswr,12674,915647042806013958,English,Undefined_(English),False,146,915647042806013958.png,0,95,28,0,0,0,0,0,1,1,0,1,1,0,0,7,0.272804,0.285409,0,0,0,0,0,0.001188,0,0.000018,0,0,0
12675,Augusto_Ortiz_V,12675,915697492083331078,Portuguese,Undefined_(Portuguese),False,96,915697492083331078.png,0,368,469,0,0,0,0,0,6,6,0,14,14,0,0,6,0.359747,0.391244,0,0,0,0,0,0.015585,0.333333,0.000018,0.3,0,0
12676,FabdLara,12676,91595701,English,Undefined_(English),False,34,91595701.png,0,175,469,0,0,0,0,0,3,3,0,5,5,0,0,6,0.36744,0.394082,0,0,0,0,0,0.015437,0.666667,0.000018,0.5,0,0
12677,DELLAFANCY,12677,916028275104911360,Unavailable_Lang_(Restricted),Unavailable_Country_(Restricted),False,210600,916028275104911360.png,0,58,34,1,0.000074,0.000074,0.000074,1,0,1,1,0,1,3733,0.000146,0,0,0,0,0,0,0,0.000234,0,0,0.000018,0,0.000219,0
12678,Suspended_User,12678,916111111220494336,Unavailable_Lang_(Restricted),Unavailable_Country_(Restricted),Suspended_User,Suspended_User,default_profile_bigger.png,0,49,469,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271348,0.282976,0,0,0,0,0,0.000084,0,0.000018,0,0,0
12679,luanasoars,12679,916430333117194245,Portuguese,Brazil,False,359,916430333117194245.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
12680,bia_idk,12680,916480481952223232,Portuguese,Undefined_(Portuguese),False,181,916480481952223232.png,0,855,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.228315,0.235089,0,0,0,0,0,0.000186,0,0.000018,0,0,0
12681,kaijubluemoon,12681,916495545866301440,English,Undefined_(English),False,315,916495545866301440.png,0,383,523,0,0,0,0,0,2,2,0,2,2,0,0,7,0.300467,0.31818,0,0,0,0,0,0.002557,1,0.000018,1,0,0
12682,A11V1R15,12682,91667636,English,Undefined_(English),False,181,91667636.png,0,320,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.278226,0.291223,0,0,0,0,0,0.000815,0,0.000018,0,0,0
12683,magpieaj,12683,916780827052269568,Portuguese,Finland,False,1276,916780827052269568.png,0,218,24,0,0,0,0,0,4,4,0,4,4,0,0,7,0.285377,0.303852,0,0,0,0,0,0.000652,0.5,0.000018,0.416667,0,0
12684,theGdragonboi,12684,916783396814065664,English,United States,False,285,916783396814065664.png,0,133,24,0,0,0,0,0,4,4,0,4,4,0,0,6,0.377344,0.405556,0,0,0,0,0,0.015471,0.666667,0.000018,0.416667,0,0
12685,_clsi_,12685,91688923,Portuguese,Undefined_(Portuguese),False,627,91688923.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
12686,JO_DK,12686,91690736,Portuguese,Brazil,False,48,91690736.png,0,239,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.243878,0.255259,0,0,0,0,0,0.000439,0,0.000018,0,0,0
12687,AWannabeGhost,12687,916911702272221184,English,Undefined_(English),False,123,916911702272221184.png,0,331,24,0,0,0,0,0,1,1,0,1,1,0,0,10,0.152366,0.155973,0,0,0,0,0,0.00037,0,0.000018,0,0,0
12688,eerietaru,12688,916955680740990977,English,Undefined_(English),False,107,916955680740990977.png,0,30,24,0,0,0,0,0,2,2,0,2,2,0,0,6,0.35791,0.387681,0,0,0,0,0,0.015192,1,0.000018,1,0,0
12689,meiallua,12689,917062470954573824,Portuguese,Brazil,False,237,917062470954573824.png,0,305,491,0,0,0,0,0,1,1,0,1,1,0,0,8,0.237767,0.247807,0,0,0,0,0,0.000027,0,0.000018,0,0,0
12690,Vincent_Gbrl,12690,917063187958321152,English,Undefined_(English),False,29,917063187958321152.png,0,21,24,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000454,0,0.000018,0,0,0
12691,toothedselkie,12691,917082095071256576,English,Undefined_(English),False,233,917082095071256576.png,0,21,24,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000454,0,0.000018,0,0,0
12692,Suspended_User,12692,917132543832584193,English,Undefined_(English),Suspended_User,Suspended_User,default_profile_bigger.png,0,354,34,0,0,0,0,0,5,5,0,6,6,0,0,7,0.284285,0.299436,0,0,0,0,0,0.004326,0.2,0.000018,0.1,0,0
