Id,Label,unnamed: 0,user_id,user_language,user_country,verified,followers_count,profile_image,splitter_z_value,stat_inf_class,modularity_class,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,pr_rank,pr_rank_min-max-normalized,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,betweennesscentrality2,bridgingcoefficient,bridgingcentrality,Authority,Hub,Clustering Coefficient,pageranks,clustering,eigencentrality,KatzCentrality
6762,galodeelite,6762,226702786,English,Brazil,False,1648,226702786.png,0,177,253,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000503,0,0.000018,0,0,0
6763,werther_k,6763,226729300,Portuguese,Brazil,False,1255,226729300.png,0,30,469,0,0,0,0,0,2,2,0,3,3,0,0,6,0.35791,0.387681,0,0,0,0,0,0.01488,1,0.000018,0.5,0,0
6764,FlaviaSchlichta,6764,226764576,English,Switzerland,False,92,226764576.png,0,30,23,0,0,0,0,0,2,2,0,2,2,0,0,6,0.35791,0.387681,0,0,0,0,0,0.014565,1,0.000018,0.5,0,0
6765,karlaL00,6765,2268066563,Portuguese,Undefined_(Portuguese),False,198,2268066563.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6766,dmirodrigues,6766,227006949,Portuguese,Brazil,False,1264,227006949.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6767,therewasad,6767,227008339,Portuguese,Undefined_(Portuguese),False,504,227008339.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6768,fazamor,6768,227064437,Portuguese,Brazil,False,2807,227064437.png,0,110,438,0,0,0,0,0,3,3,0,3,3,0,0,6,0.358442,0.388716,0,0,0,0,0,0.015419,0.666667,0.000018,0.5,0,0
6769,Tessasaurus_rex,6769,2271093026,English,Undefined_(English),False,1183,2271093026.png,0,331,24,0,0,0,0,0,2,2,0,2,2,0,0,7,0.297872,0.314505,0,0,0,0,0,0.002493,1,0.000018,0.5,0,0
6770,enthone2011,6770,2271388773,Portuguese,Undefined_(Portuguese),False,95,2271388773.png,0,239,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.243878,0.255259,0,0,0,0,0,0.000439,0,0.000018,0,0,0
6771,uselessmagic,6771,227139947,Portuguese,Undefined_(Portuguese),False,674,227139947.png,0,182,491,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271044,0.2822,0,0,0,0,0,0.000813,0,0.000018,0,0,0
6772,t_blackispower,6772,227141643,English,Brazil,False,1323,227141643.png,0,30,125,2,0.000148,0.000148,0.000148,2,1,3,2,1,3,20846,0.000813,6,0.357778,0.387164,1932,0,0,0,0,0.014377,0,0.000047,0,0.000438,0
6773,danielbd_rpg,6773,227144866,Portuguese,Undefined_(Portuguese),False,76,227144866.png,0,216,227,0,0,0,0,0,2,2,0,2,2,0,0,7,0.298886,0.315644,0,0,0,0,0,0.00092,1,0.000018,0.5,0,0
6774,lu_tambem,6774,2271779106,Portuguese,Brazil,False,409,2271779106.png,0,383,60,0,0,0,0,0,2,2,0,2,2,0,0,7,0.306278,0.325651,0,0,0,0,0,0.002852,1,0.000018,1,0,0
6775,henriqueay,6775,2271865857,Portuguese,Undefined_(Portuguese),False,202,2271865857.png,0,147,469,0,0,0,0,0,8,8,0,9,9,0,0,6,0.372541,0.401501,0,0,0,0,0,0.019629,0.642857,0.000018,0.5,0,0
6776,FernandoCesar77,6776,22735093,Portuguese,Undefined_(Portuguese),False,2800,22735093.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6777,TainahBarbieri,6777,227358225,Portuguese,Undefined_(Portuguese),False,25,227358225.png,0,46,23,0,0,0,0,0,1,1,0,1,1,0,0,7,0.285883,0.299374,0,0,0,0,0,0.000484,0,0.000018,0,0,0
6778,diassgabii,6778,2273662333,Portuguese,Brazil,False,483,2273662333.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6779,camilomsch,6779,2274108412,Portuguese,Chile,False,508,2274108412.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6780,subbasegirl,6780,227474464,English,United States,False,741,227474464.png,0,267,28,0,0,0,0,0,1,1,0,1,1,0,0,7,0.264513,0.276799,0,0,0,0,0,0.000276,0,0.000018,0,0,0
6781,PourDecision,6781,2275587186,Portuguese,Undefined_(Portuguese),False,204,2275587186.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6782,faemothra,6782,2276460810,English,Undefined_(English),False,2436,2276460810.png,0,21,24,0,0,0,0,0,2,2,0,3,3,0,0,1,1,1,0,0,0,0,0,0.000497,0,0.000018,0,0,0
6783,sandrodias86,6783,227803289,Portuguese,Undefined_(Portuguese),False,37,227803289.png,0,358,367,1,0.000074,0.836697,0.196375,1,5,6,2,5,7,9273,0.000362,6,0.325683,0.348411,3.273236,0,0,0,0.000712,0.001744,0.3,0.000026,0.2,0.000987,0
6784,dznielly,6784,2279447430,Portuguese,Brazil,False,72,2279447430.png,0,230,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.217813,0.225039,0,0,0,0,0,0.000012,0,0.000018,0,0,0
6785,artlbarb,6785,2279605346,Portuguese,Undefined_(Portuguese),False,1479,2279605346.png,0,250,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.244557,0.256294,0,0,0,0,0,0.000517,0,0.000018,0,0,0
6786,Suspended_User,6786,2279686753,Portuguese,Undefined_(Portuguese),Suspended_User,Suspended_User,default_profile_bigger.png,0,383,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.297597,0.313729,0,0,0,0,0,0.002123,0,0.000018,0,0,0
6787,Suspended_User,6787,228082386,Portuguese,Undefined_(Portuguese),Suspended_User,Suspended_User,default_profile_bigger.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6788,vitor_sousads,6788,2281242540,Portuguese,Undefined_(Portuguese),False,86,2281242540.png,0,151,60,0,0,0,0,0,2,2,0,3,3,0,0,7,0.280081,0.293,0,0,0,0,0,0.000836,0,0.000018,0,0,0
6789,pandelocorrea,6789,2281596614,Portuguese,Brazil,False,803,2281596614.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6790,constantinocma,6790,228186514,Portuguese,Undefined_(Portuguese),False,232,228186514.png,0,30,469,0,0,0,0,0,1,1,0,6,6,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6791,jheni_retka,6791,2282023008,Portuguese,Undefined_(Portuguese),False,66,2282023008.png,0,217,457,0,0,0,0,0,3,3,0,3,3,0,0,6,0.358575,0.388803,0,0,0,0,0,0.015088,0.666667,0.000018,0.666667,0,0
6792,Thatofarose,6792,2284305032,English,Undefined_(English),False,184,2284305032.png,0,595,24,0,0,0,0,0,3,3,0,3,3,0,0,7,0.31384,0.335451,0,0,0,0,0,0.001207,0.333333,0.000018,0.166667,0,0
6793,monicarvrebelo,6793,2284317873,Portuguese,Brazil,False,349,2284317873.png,0,289,53,0,0,0,0,0,1,1,0,2,2,0,0,7,0.273345,0.285944,0,0,0,0,0,0.000358,0,0.000018,0,0,0
6794,Moonichildx,6794,2285403698,Portuguese,Brazil,False,800,2285403698.png,0,48,469,0,0,0,0,0,2,2,0,2,2,0,0,6,0.32351,0.344168,0,0,0,0,0,0.000639,0,0.000018,0,0,0
6795,bachagas,6795,2285415348,Unavailable_Lang_(Restricted),Unavailable_Country_(Restricted),False,637,2285415348.png,0,354,34,1,0.000074,0.836771,0.134082,1,0,1,1,0,1,3237,0.000126,0,0,0,0,0,0,0,0.000432,0,0,0.000018,0,0.00023,0
6796,Robbychu,6796,228562745,English,Undefined_(English),False,319,228562745.png,0,175,523,0,0,0,0,0,1,1,0,1,1,0,0,8,0.231544,0.240369,0,0,0,0,0,0.000336,0,0.000018,0,0,0
6797,MadFerretLoki,6797,228613855,English,Canada,False,345,228613855.png,0,16,523,0,0,0,0,0,2,2,0,2,2,0,0,7,0.275685,0.287945,0,0,0,0,0,0.000422,1,0.000018,0.5,0,0
6798,CH4RLESEYL3R,6798,2287106352,English,Undefined_(English),False,1237,2287106352.png,0,21,24,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000454,0,0.000018,0,0,0
6799,profbardo,6799,228778981,Portuguese,Brazil,False,2230,228778981.png,0,847,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271501,0.282786,0,0,0,0,0,0.000637,0,0.000018,0,0,0
6800,edussauro_,6800,2288446775,Portuguese,India,False,196,2288446775.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6801,adoraskywalker,6801,228909793,Portuguese,Undefined_(Portuguese),False,924,228909793.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6802,davi_pelloso,6802,2289618068,Portuguese,Brazil,False,125,2289618068.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6803,FiyaSturm,6803,229010922,English,United States,False,2202,229010922.png,0,177,253,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000503,0,0.000018,0,0,0
6804,raphaanatnas,6804,2290185870,Portuguese,Brazil,False,153,2290185870.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6805,hiagohfv,6805,2290485698,Portuguese,Undefined_(Portuguese),False,10,2290485698.png,0,30,28,1,0.000074,0.000074,0.000074,1,1,2,1,1,2,2604,0.000102,6,0.357778,0.387164,38.270063,0,0,0,0.000043,0.014377,0,0.000018,0,0.000219,0
6806,o_eco,6806,22914738,Portuguese,Brazil,False,64278,22914738.png,0,144,469,19,0.00141,0.837216,0.262348,20,1,21,20,1,21,131124,0.005115,0,0,0,0,0,0,0,0.004378,0,0.105263,0.001071,0.110526,0.033292,0
6807,dasebeleren,6807,2291679120,English,Georgia,False,1359,2291679120.png,0,665,60,0,0,0,0,0,9,9,0,10,10,0,0,6,0.37111,0.400121,0,0,0,0,0,0.0172,0.305556,0.000018,0.208333,0,0
6808,LaysViturino,6808,2292053874,Portuguese,Undefined_(Portuguese),False,180,2292053874.png,0,205,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.298424,0.314212,0,0,0,0,0,0.000729,0,0.000018,0,0,0
6809,zlnskg,6809,2293087932,Portuguese,Undefined_(Portuguese),False,385,2293087932.png,0,856,491,0,0,0,0,0,1,1,0,1,1,0,0,7,0.274198,0.285813,0,0,0,0,0,0.000438,0,0.000018,0,0,0
6810,beetljuiceeee,6810,2294344966,Portuguese,Undefined_(Portuguese),False,297,2294344966.png,0,41,23,0,0,0,0,0,1,1,0,1,1,0,0,7,0.301028,0.316593,0,0,0,0,0,0.000522,0,0.000018,0,0,0
6811,mineirinho1920,6811,2294834828,Portuguese,Undefined_(Portuguese),False,22,2294834828.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6812,lukaxfeh,6812,2294896273,English,Brazil,False,591,2294896273.png,0,799,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.272496,0.284891,0,0,0,0,0,0.000429,0,0.000018,0,0,0
6813,mdmf01,6813,2294976817,Portuguese,Brazil,False,315,2294976817.png,0,30,469,0,0,0,0,0,1,1,0,2,2,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6814,thelakvs,6814,2295234858,Portuguese,Undefined_(Portuguese),False,2672,2295234858.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6815,yixinglucky,6815,2295266995,Portuguese,Undefined_(Portuguese),False,1987,2295266995.png,0,30,469,0,0,0,0,0,2,2,0,3,3,0,0,6,0.35791,0.387681,0,0,0,0,0,0.014609,1,0.000018,1,0,0
6816,jorgemurakami_,6816,2295490099,Portuguese,Undefined_(Portuguese),False,241,2295490099.png,0,182,491,0,0,0,0,0,2,2,0,2,2,0,0,6,0.358043,0.387854,0,0,0,0,0,0.01519,1,0.000018,1,0,0
6817,onixxotum,6817,2296191775,Portuguese,Undefined_(Portuguese),False,1399,2296191775.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6818,AyrtonCavalieri,6818,2296517544,Portuguese,Brazil,False,587,2296517544.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6819,AffDuran,6819,229654174,Portuguese,Brazil,False,630,229654174.png,0,112,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.277427,0.290395,0,0,0,0,0,0.000443,0,0.000018,0,0,0
6820,ptarcisiomm,6820,2297308052,Portuguese,Brazil,False,230,2297308052.png,0,309,469,8,0.000594,0.836697,0.258668,8,2,10,8,3,11,48744,0.001901,6,0.357938,0.387737,1763.38475,0,0,0,0.003885,0.014401,0.25,0.000193,0.152778,0.024993,0
6821,LeoPereira51,6821,2298478545,Portuguese,Undefined_(Portuguese),False,567,2298478545.png,0,182,34,0,0,0,0,0,2,2,0,2,2,0,0,7,0.271806,0.283632,0,0,0,0,0,0.000929,0,0.000018,0,0,0
6822,bocetsddl,6822,2298544754,Portuguese,Undefined_(Portuguese),False,12373,2298544754.png,0,213,523,0,0,0,0,0,2,2,0,2,2,0,0,7,0.286392,0.302144,0,0,0,0,0,0.001361,0,0.000018,0,0,0
6823,RealityStress,6823,22987684,Portuguese,Brazil,False,368,22987684.png,0,108,491,1,0.000074,0.000074,0.000074,1,4,5,1,5,6,3161,0.000123,7,0.277586,0.291351,3.251166,0,0,0,0.000317,0.000809,0,0.000018,0,0.000219,0
6824,LizzyRoisinDubh,6824,2299638918,Portuguese,Undefined_(Portuguese),False,40,2299638918.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6825,Alwaysthesame4,6825,2300249347,English,Ukraine,False,128,2300249347.png,0,95,28,0,0,0,0,0,1,1,0,1,1,0,0,7,0.272804,0.285409,0,0,0,0,0,0.001188,0,0.000018,0,0,0
6826,Anadricadantas,6826,2300309069,Portuguese,Undefined_(Portuguese),False,221,2300309069.png,0,182,491,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271044,0.2822,0,0,0,0,0,0.000813,0,0.000018,0,0,0
6827,viniliuti,6827,230049428,Portuguese,Undefined_(Portuguese),False,137,230049428.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6828,Ghooostie,6828,230149044,English,Undefined_(English),False,130,230149044.png,0,189,60,0,0,0,0,0,1,1,0,1,1,0,0,7,0.269081,0.279888,0,0,0,0,0,0.000142,0,0.000018,0,0,0
6829,whindersson,6829,230186518,Unavailable_Lang_(Restricted),Unavailable_Country_(Restricted),False,27050750,230186518.png,0,727,372,1,0.000074,0.000074,0.000074,1,0,1,1,0,1,4834,0.000189,0,0,0,0,0,0,0,0,0,0,0.000033,0,0.000219,0
6830,julioganzolino,6830,230217560,Portuguese,Brazil,False,17,230217560.png,0,326,23,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000103,0,0.000018,0,0,0
6831,Suspended_User,6831,2303452975,Portuguese,Brazil,Suspended_User,Suspended_User,default_profile_bigger.png,0,250,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.244557,0.256294,0,0,0,0,0,0.000517,0,0.000018,0,0,0
6832,hugobdeira,6832,230348923,English,Brazil,False,48,230348923.png,0,173,7,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000138,0,0.000018,0,0,0
6833,boyyoftheyear,6833,2303829395,Portuguese,Brazil,False,69,2303829395.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6834,TJDHalliday,6834,2305195022,English,United Kingdom,False,3347,2305195022.png,0,113,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.273654,0.286082,0,0,0,0,0,0.000235,0,0.000018,0,0,0
6835,rabanadasalgada,6835,230619364,Portuguese,Undefined_(Portuguese),False,550,230619364.png,0,511,469,0,0,0,0,0,4,4,0,5,5,0,0,6,0.358708,0.389406,0,0,0,0,0,0.015443,0.5,0.000018,0.416667,0,0
6836,SaldanhaProf,6836,2306291027,Portuguese,Undefined_(Portuguese),False,207,2306291027.png,0,173,7,0,0,0,0,0,2,2,0,2,2,0,0,7,0.287969,0.303477,0,0,0,0,0,0.000719,0,0.000018,0,0,0
6837,linkhylu,6837,2307264122,Portuguese,Undefined_(Portuguese),False,157,2307264122.png,0,250,34,0,0,0,0,0,1,1,0,1,1,0,0,8,0.244557,0.256294,0,0,0,0,0,0.000517,0,0.000018,0,0,0
6838,marthamendess,6838,230814233,Portuguese,Brazil,False,254,230814233.png,0,784,457,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000112,0,0.000018,0,0,0
6839,_defhun,6839,2308684183,Portuguese,Undefined_(Portuguese),False,294,2308684183.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263991,0.27622,0,0,0,0,0,0,0,0.000018,0,0,0
6840,crazygirltoddy,6840,2308714730,Portuguese,Brazil,False,3094,2308714730.png,0,217,457,0,0,0,0,0,1,1,0,1,1,0,0,7,0.270134,0.281268,0,0,0,0,0,0.000227,0,0.000018,0,0,0
6841,Gabriel_Canela_,6841,2308859148,Portuguese,Brazil,False,175,2308859148.png,0,230,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263646,0.275764,0,0,0,0,0,0.000061,0,0.000018,0,0,0
6842,ZnttBrts,6842,2308951910,Portuguese,Undefined_(Portuguese),False,66,2308951910.png,0,224,469,0,0,0,0,0,16,16,0,29,29,0,0,6,0.377196,0.408885,0,0,0,0,0,0.018807,0.233333,0.000018,0.170833,0,0
6843,Franciscokober,6843,230895196,Portuguese,Brazil,False,718,230895196.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6844,pris_cilios,6844,2309093257,Portuguese,Undefined_(Portuguese),False,19,2309093257.png,0,30,469,0,0,0,0,0,2,2,0,3,3,0,0,6,0.358043,0.387854,0,0,0,0,0,0.014455,0,0.000018,0,0,0
6845,ykjdb,6845,231007866,English,Undefined_(English),False,8840,231007866.png,0,95,28,0,0,0,0,0,1,1,0,1,1,0,0,7,0.272804,0.285409,0,0,0,0,0,0.001188,0,0.000018,0,0,0
6846,coriwthiana,6846,2310150920,Portuguese,Brazil,False,3993,2310150920.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6847,manuellalemess,6847,231022550,Portuguese,Undefined_(Portuguese),False,165,231022550.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6848,AlexSuse,6848,23104198,Portuguese,Brazil,False,156,23104198.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6849,mxndita,6849,2310753396,Portuguese,Undefined_(Portuguese),False,8150,2310753396.png,0,502,367,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000137,0,0.000018,0,0,0
6850,cvmacedog,6850,23117227,English,Brazil,False,1779,23117227.png,0,303,28,0,0,0,0,0,1,1,0,1,1,0,0,7,0.279838,0.293742,0,0,0,0,0,0.000462,0,0.000018,0,0,0
6851,MVinMuller,6851,2313140313,Portuguese,Brazil,False,78,2313140313.png,0,275,23,0,0,0,0,0,1,1,0,1,1,0,0,7,0.286902,0.30141,0,0,0,0,0,0.000728,0,0.000018,0,0,0
6852,garciavini25,6852,2313685314,Portuguese,Undefined_(Portuguese),False,169,2313685314.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6853,EchinusMelo,6853,2314173924,Spanish,United States,False,311,2314173924.png,0,315,523,0,0,0,0,0,5,5,0,7,7,0,0,6,0.369549,0.39736,0,0,0,0,0,0.016983,1,0.000018,0.8,0,0
6854,lahdornellas,6854,2314522146,Portuguese,Undefined_(Portuguese),False,15624,2314522146.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6855,halicalura,6855,2315536304,Portuguese,Brazil,False,1317,2315536304.png,0,173,7,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263847,0.276168,0,0,0,0,0,0.000018,0,0.000018,0,0,0
6856,eumesmodrigo,6856,2315922132,Portuguese,Brazil,False,376,2315922132.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6857,a_penalva,6857,23160386,Portuguese,Undefined_(Portuguese),False,522,23160386.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6858,O_CoelhoBranco,6858,2316086143,Portuguese,Undefined_(Portuguese),False,242,2316086143.png,0,30,469,0,0,0,0,0,1,1,0,1,1,0,0,6,0.357778,0.387164,0,0,0,0,0,0.014377,0,0.000018,0,0,0
6859,PedroMMonarrez,6859,231621224,English,United States,False,379,231621224.png,0,383,523,0,0,0,0,0,1,1,0,1,1,0,0,7,0.297597,0.313729,0,0,0,0,0,0.002123,0,0.000018,0,0,0
6860,thiamparo,6860,23166886,Portuguese,Brazil,False,179386,23166886.png,0,30,23,1,0.000074,0.836697,0.197105,1,1,2,1,1,2,8949,0.000349,7,0.267091,0.279563,0,0,0,0,0.000237,0.000017,0,0.000058,0,0.000497,0
6861,genereporter,6861,231679757,Portuguese,Undefined_(Portuguese),False,2289,231679757.png,0,236,469,0,0,0,0,0,4,4,0,5,5,0,0,6,0.381667,0.410645,0,0,0,0,0,0.015661,0.666667,0.000018,0.5,0,0
6862,kenolyndo,6862,2317498741,English,Brazil,False,291,2317498741.png,0,717,457,0,0,0,0,0,2,2,0,2,2,0,0,7,0.271654,0.283856,0,0,0,0,0,0.000617,0,0.000018,0,0,0
6863,Patato_ssj2,6863,2317650992,Sundanese,Undefined_(Sundanese),False,188,2317650992.png,0,130,60,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000007,0,0.000018,0,0,0
6864,noirsense,6864,231778135,Portuguese,Brazil,False,549,231778135.png,0,64,53,0,0,0,0,0,5,5,0,11,11,0,0,6,0.368281,0.395807,0,0,0,0,0,0.016515,0.6,0.000018,0.5,0,0
6865,ZzTcheba,6865,232220489,English,Brazil,False,886,232220489.png,0,777,24,0,0,0,0,0,2,2,0,2,2,0,0,7,0.283617,0.297942,0,0,0,0,0,0.001265,1,0.000018,1,0,0
6866,whoznico,6866,2322225922,Portuguese,Undefined_(Portuguese),False,1190,2322225922.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6867,nan_ctrina,6867,2322836250,English,Undefined_(English),False,460,2322836250.png,0,521,28,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000414,0,0.000018,0,0,0
6868,lauracfriedrich,6868,2323043241,English,Undefined_(English),False,801,2323043241.png,0,521,28,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.000414,0,0.000018,0,0,0
6869,bblfbb,6869,2324809636,Portuguese,Undefined_(Portuguese),False,488,2324809636.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6870,poeirinhadoalem,6870,232565307,English,Brazil,False,375,232565307.png,0,87,469,75,0.005565,0.836697,0.262001,75,5,80,99,6,105,526465,0.020535,6,0.368743,0.39639,30619.797048,0,0,0,0.018539,0.015542,0.050923,0.001601,0.030075,0.048536,0
6871,maximustard129,6871,2325684564,Portuguese,Brazil,False,4,2325684564.png,0,217,457,1,0.000074,0.000074,0.000074,1,0,1,1,0,1,11456,0.000447,0,0,0,0,0,0,0,0.000028,0,0,0.000019,0,0.000219,0
6872,Isa_RAlves,6872,2325858578,Portuguese,Brazil,False,1339,2325858578.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6873,TMascarenha,6873,2326440470,Portuguese,Brazil,False,220,2326440470.png,0,30,469,0,0,0,0,0,2,2,0,12,12,0,0,6,0.358442,0.388371,0,0,0,0,0,0.014735,1,0.000018,1,0,0
6874,stonedmagnus,6874,2326608561,Portuguese,Undefined_(Portuguese),False,1046,2326608561.png,0,182,491,0,0,0,0,0,1,1,0,1,1,0,0,7,0.271044,0.2822,0,0,0,0,0,0.000813,0,0.000018,0,0,0
6875,NatiFrog,6875,23266320,Portuguese,Brazil,False,892,23266320.png,0,285,34,0,0,0,0,0,2,2,0,2,2,0,0,9,0.1875,0.193577,0,0,0,0,0,0.003288,1,0.000018,0.5,0,0
6876,ChaseHyaena,6876,2326726687,English,United States,False,167,2326726687.png,0,278,24,0,0,0,0,0,1,1,0,1,1,0,0,8,0.229945,0.238281,0,0,0,0,0,0.000254,0,0.000018,0,0,0
6877,Awanauta,6877,2326791757,Spanish,Undefined_(Spanish),False,1967,2326791757.png,0,841,543,0,0,0,0,0,1,1,0,1,1,0,0,7,0.263646,0.275764,0,0,0,0,0,0.000313,0,0.000018,0,0,0
6878,ScrantonGirl,6878,2327068811,Portuguese,Brazil,False,1895,2327068811.png,0,285,34,0,0,0,0,0,1,1,0,1,1,0,0,10,0.157972,0.161982,0,0,0,0,0,0.002955,0,0.000018,0,0,0
6879,coryscrib,6879,2327080175,English,United States,False,713,2327080175.png,0,320,24,0,0,0,0,0,1,1,0,1,1,0,0,7,0.278226,0.291223,0,0,0,0,0,0.000815,0,0.000018,0,0,0
6880,SanaeTW,6880,2327382516,German,Undefined_(Portuguese),False,212,2327382516.png,0,437,24,0,0,0,0,0,4,4,0,5,5,0,0,6,0.358841,0.389579,0,0,0,0,0,0.016173,0.833333,0.000018,0.833333,0,0
6881,Divya_M_P,6881,2327612520,English,Undefined_(English),False,7887,2327612520.png,0,303,28,0,0,0,0,0,2,2,0,2,2,0,0,7,0.293528,0.309415,0,0,0,0,0,0.000719,0,0.000018,0,0,0
